L,M,target,targetFraction,normalizedSignedRatio,cancellationConditionNumber,orderedQuarticPaths,classification
8,64,11,0.171875,3.0274089600681474e-05,168.69097271973098,4008456,finite long-double observation
8,64,12,0.1875,4.1160181745073864e-05,150.22435184348763,4072968,finite long-double observation
8,64,13,0.203125,4.4868762014164135e-05,164.3785268537099,4134408,finite long-double observation
8,64,14,0.21875,3.9764228897764283e-05,218.42412095583416,4192776,finite long-double observation
8,64,15,0.234375,4.631426319589168e-05,218.39496894198993,4248072,finite long-double observation
8,64,16,0.25,4.7029193827635237e-05,248.0290875256226,4300296,finite long-double observation
8,64,17,0.265625,5.6303349815188629e-05,236.85342126265189,4349448,finite long-double observation
8,64,18,0.28125,8.1149350974826301e-05,186.42503233206727,4395528,finite long-double observation
8,64,19,0.296875,0.00010098008870068282,168.77065565621652,4438536,finite long-double observation
8,64,20,0.3125,8.4771372093026074e-05,225.05056057985985,4478472,finite long-double observation
8,64,21,0.328125,9.3263195088200861e-05,227.67363230478705,4515336,finite long-double observation
8,64,22,0.34375,0.0001060511680183482,221.67080862238373,4549128,finite long-double observation
8,64,23,0.359375,0.00011897127216211297,217.70695997409871,4579848,finite long-double observation
8,64,24,0.375,0.00016835188396279542,168.74679706085823,4607496,finite long-double observation
8,64,25,0.390625,0.00014180860208066453,218.81562614562438,4632072,finite long-double observation
8,64,26,0.40625,0.00021041166632743418,160.45376964675296,4653576,finite long-double observation
8,64,27,0.421875,0.00014687114034087509,249.19689508272833,4672008,finite long-double observation
8,64,28,0.4375,0.00021138062722233538,187.06423915421044,4687368,finite long-double observation
8,64,29,0.453125,0.0002370730226643752,179.62000739814926,4699656,finite long-double observation
8,64,30,0.46875,0.00016984699698792435,269.1790894042374,4708872,finite long-double observation
8,64,31,0.484375,0.00020960234293399731,233.51581827299898,4715016,finite long-double observation
8,64,32,0.5,0.00020205246382974017,258.62759315311666,4718088,finite long-double observation
8,64,33,0.515625,0.00032695421579474564,170.19553797962735,4718088,finite long-double observation
8,64,34,0.53125,0.00041178998527969163,143.54088923560579,4715016,finite long-double observation
8,64,35,0.546875,0.00026115602475885536,239.84660118164567,4708872,finite long-double observation
8,64,36,0.5625,0.00029256994731171677,226.35664641807358,4699656,finite long-double observation
8,64,37,0.578125,0.00019899084436546271,351.09411451935171,4687368,finite long-double observation
8,64,38,0.59375,0.0003272321194113146,224.75648789610815,4672008,finite long-double observation
8,64,39,0.609375,0.00030932455304826277,249.78896744052062,4653576,finite long-double observation
8,64,40,0.625,0.00042304288807452136,191.49512100730036,4632072,finite long-double observation
8,64,41,0.640625,0.00037597057043420713,225.47678262743733,4607496,finite long-double observation
8,64,42,0.65625,0.00044468963835307554,199.109859546423,4579848,finite long-double observation
8,64,43,0.671875,0.00046741784699708599,197.48676188553628,4549128,finite long-double observation
8,64,44,0.6875,0.00036054614568582988,266.43532410808666,4515336,finite long-double observation
8,64,45,0.703125,0.00057431696256838118,173.75625182935747,4478472,finite long-double observation
8,64,46,0.71875,0.00035407411857280285,292.26667937934332,4438536,finite long-double observation
8,64,47,0.734375,0.00062897035994224676,170.32424477061267,4395528,finite long-double observation
8,64,48,0.75,0.00063754084149966045,173.65656814141411,4349448,finite long-double observation
8,64,49,0.765625,0.00082619041638480064,138.25364744104712,4300296,finite long-double observation
8,64,50,0.78125,0.00063295677440916836,185.86970262666929,4248072,finite long-double observation
8,64,51,0.796875,0.00071512197644730299,169.16016782680555,4192776,finite long-double observation
8,64,52,0.8125,0.00063293569208374139,196.19276622607529,4134408,finite long-double observation
8,64,53,0.828125,0.00066577128048009987,191.13819196306349,4072968,finite long-double observation
8,64,54,0.84375,0.00066317089554773897,196.30759710295743,4008456,finite long-double observation
8,64,55,0.859375,0.00053857661526616823,246.86366269343014,3940872,finite long-double observation
8,64,56,0.875,0.00049673761934981777,272.87332675116375,3870216,finite long-double observation
8,64,57,0.890625,0.00084582810968099201,163.08624623229736,3796488,finite long-double observation
8,64,58,0.90625,0.00071000983540372401,197.35929304261475,3719688,finite long-double observation
8,64,59,0.921875,0.00072165514960136187,196.88192015803668,3639816,finite long-double observation
8,64,60,0.9375,0.00066923510330300679,214.85116060942227,3556872,finite long-double observation
8,64,61,0.953125,0.000963207298610018,150.77061427226064,3470856,finite long-double observation
8,64,62,0.96875,0.0012785604293245329,114.48316247523429,3381768,finite long-double observation
8,64,63,0.984375,0.0008691182038051082,169.38640803304105,3289608,finite long-double observation
8,64,64,1,0.0012652866053285692,116.75801740868913,3194376,finite long-double observation
16,32,1,0.03125,6.2944632427656533e-07,214.3949631225484,6483984,finite long-double observation
16,32,2,0.0625,4.3203517553462643e-06,132.37048316382894,6852624,finite long-double observation
16,32,3,0.09375,5.391220733526779e-06,251.27515239737664,7196688,finite long-double observation
16,32,4,0.125,1.7096331300185172e-05,147.48552699568501,7516176,finite long-double observation
16,32,5,0.15625,1.5919392115194987e-05,257.83389363460708,7811088,finite long-double observation
16,32,6,0.1875,2.411170806994012e-05,254.25080389581822,8081424,finite long-double observation
16,32,7,0.21875,5.9655801490171145e-05,144.48797749184416,8327184,finite long-double observation
16,32,8,0.25,6.7670220201749e-05,171.21866785976604,8548368,finite long-double observation
16,32,9,0.28125,9.4880782163439864e-05,158.50802844734164,8744976,finite long-double observation
16,32,10,0.3125,7.9024362686124996e-05,240.18687430435622,8917008,finite long-double observation
16,32,11,0.34375,0.0001164919160944264,200.92446835564252,9064464,finite long-double observation
16,32,12,0.375,0.0001021222481159491,277.17105956725771,9187344,finite long-double observation
16,32,13,0.40625,0.00014260254788431658,236.05142961423695,9285648,finite long-double observation
16,32,14,0.4375,0.00017023166480306467,231.75083228341654,9359376,finite long-double observation
16,32,15,0.46875,0.00025868540099940261,176.44892534096255,9408528,finite long-double observation
16,32,16,0.5,0.00020818301210569554,250.76583997375786,9433104,finite long-double observation
16,32,17,0.53125,0.00026997097578156646,218.87239978971306,9433104,finite long-double observation
16,32,18,0.5625,0.00023807922694684446,278.25402152618705,9408528,finite long-double observation
16,32,19,0.59375,0.00039002753672735531,188.7555700553286,9359376,finite long-double observation
16,32,20,0.625,0.0003706703126758761,218.91423549494215,9285648,finite long-double observation
16,32,21,0.65625,0.00057543176633906095,154.23284757771833,9187344,finite long-double observation
16,32,22,0.6875,0.00048627735138625253,198.15359639858872,9064464,finite long-double observation
16,32,23,0.71875,0.000561732676283792,184.92847435603841,8917008,finite long-double observation
16,32,24,0.75,0.00055677862453456411,199.76575720877568,8744976,finite long-double observation
16,32,25,0.78125,0.00052843087928579921,223.8540986017957,8548368,finite long-double observation
16,32,26,0.8125,0.00054388272112170172,229.77393353317234,8327184,finite long-double observation
16,32,27,0.84375,0.00083399707522835019,157.24861411672444,8081424,finite long-double observation
16,32,28,0.875,0.0010276901791847241,133.00859451719526,7811088,finite long-double observation
16,32,29,0.90625,0.00070601543408914944,200.3895559408883,7516176,finite long-double observation
16,32,30,0.9375,0.0011292411685888688,128.72726510653146,7196688,finite long-double observation
16,32,31,0.96875,0.00055050965908097244,269.20735772141398,6852624,finite long-double observation
16,32,32,1,0.00097563442522206163,153.57475624560448,6483984,finite long-double observation
