caseId,family,pathId,N,dimension,start,end,tau,mu,gammaAbs,c,Lambda,p,kappa,sign,norm,muWeightExponentA,laplacianWeightExponentB,gain,logGain,xmuLogBound,kineticLogBound,boundMargin,inputMeanFraction,inputK1Fraction,inputK2Fraction,inputTailFraction,outputMeanFraction,outputK1Fraction,outputK2Fraction,outputTailFraction,rk4Steps,finiteDimensionalOnly
R073B-W0038,power,p0.5-k1,10,21,0.0,0.1,0.1,1e-06,0.001,0.001,1.0,0.5,1.0,1,balanced_l2,1.0,0.0,1.0047213946510978,0.004710283826040071,0.0003312744954192512,0.04439554261378266,0.03968525878774259,0.9744218613193663,0.022442989133860614,0.0031351495380363957,8.736664065191885e-12,0.9652851752518626,0.027671378820129735,0.007043445916006808,1.2000933997085206e-11,40,True
R073B-W0038,power,p0.5-k1,10,21,0.0,0.1,0.1,1e-06,0.001,0.001,1.0,0.5,1.0,1,kinetic,1.0,1.0,1.0032448356705872,0.003239582551926385,0.0003312744954192512,0.04439554261378266,0.041155960061856275,0.9760114680771304,0.02319508817719636,0.0007934437338297506,1.1843605261613e-11,0.9697079879535464,0.028514692765316863,0.0017773192764534735,4.6832578836104255e-12,40,True
R073B-W0038,power,p0.5-k1,10,21,0.0,0.1,0.1,1e-06,0.001,0.001,1.0,0.5,1.0,1,kinetic_under,0.5,1.0,1.000003238722214,3.238716969322346e-06,0.0003312744954192512,0.04439554261378266,0.04439230389681334,0.9999736130754451,2.55540785433716e-05,8.328459985722248e-07,1.2956501282113912e-14,0.999966947717757,3.1199518608229525e-05,1.8527636295034298e-06,5.190418565528565e-15,40,True
R073B-W0038,power,p0.5-k1,10,21,0.0,0.1,0.1,1e-06,0.001,0.001,1.0,0.5,1.0,1,kinetic_over,1.5,1.0,1.748238167202113,0.5586085192117739,0.0003312744954192512,0.04439554261378266,-0.5142129765979913,0.83023269665977,0.13893872372813357,0.030828579517037165,9.505927183956528e-11,0.2716430213151138,0.5186608670253814,0.20969611165083082,8.673847001780233e-12,40,True
R073B-W0039,power,p0.5-k1,10,21,0.0,0.1,0.1,1e-05,0.0031622776601683794,0.0031622776601683794,1.0,0.5,1.0,1,raw_q,-2.0,0.0,18.126370506371615,2.897367812026774,0.001046898164013867,0.04439464261378266,-2.852973169412991,0.998285277052967,0.0007786820288568846,0.0009360409140686988,4.107391975276015e-12,0.003038310101050484,0.31249394186222174,0.6844677480367205,7.270366800782685e-15,40,True
R073B-W0039,power,p0.5-k1,10,21,0.0,0.1,0.1,1e-05,0.0031622776601683794,0.0031622776601683794,1.0,0.5,1.0,1,xmu,0.0,0.0,0.9999991363688986,-8.636314743405209e-07,0.001046898164013867,0.04439464261378266,0.044395506245257,0.9999988279730955,1.1320572158453298e-06,3.9969685441434895e-08,3.1259909729162176e-15,0.9999987875315419,1.131868774976827e-06,8.059967665480263e-08,6.375701747204231e-15,40,True
R073B-W0039,power,p0.5-k1,10,21,0.0,0.1,0.1,1e-05,0.0031622776601683794,0.0031622776601683794,1.0,0.5,1.0,1,hminus1,0.0,1.0,0.9999991213217158,-8.786786702820286e-07,0.001046898164013867,0.04439464261378266,0.044395521292452944,0.999998852023863,1.1320582722861345e-06,1.591786029153214e-08,4.504479750126663e-15,0.9999988426861508,1.1318687207752596e-06,2.5445126317516945e-08,2.0962101695068134e-15,40,True
R073B-W0039,power,p0.5-k1,10,21,0.0,0.1,0.1,1e-05,0.0031622776601683794,0.0031622776601683794,1.0,0.5,1.0,1,balanced_l2,1.0,0.0,1.0047204842359732,0.004709377688734795,0.001046898164013867,0.04439464261378266,0.03968526492504787,0.9744218183706546,0.02244304020560588,0.0031351413363739557,8.736554305221871e-11,0.9652852431857563,0.02767133645022424,0.007043420244013137,1.2000626756326598e-10,40,True
R073B-W0039,power,p0.5-k1,10,21,0.0,0.1,0.1,1e-05,0.0031622776601683794,0.0031622776601683794,1.0,0.5,1.0,1,kinetic,1.0,1.0,1.0032439081969906,0.0032386580776681316,0.001046898164013867,0.04439464261378266,0.04115598453611453,0.9760116080709088,0.02319494680445006,0.000793445006206784,1.184344946813235e-10,0.9697082749486755,0.02851441112299957,0.0017773138814932879,4.68316175790768e-11,40,True
R073B-W0039,power,p0.5-k1,10,21,0.0,0.1,0.1,1e-05,0.0031622776601683794,0.0031622776601683794,1.0,0.5,1.0,1,kinetic_under,0.5,1.0,1.0000095977113026,9.597665244863807e-06,0.001046898164013867,0.04439464261378266,0.044385044948537795,0.9999161860922786,8.117616009739547e-05,2.6377472128245996e-06,4.111588946232051e-13,0.9998951117693805,9.902551533737795e-05,5.862715117183834e-06,1.6480886906329464e-13,40,True
R073B-W0039,power,p0.5-k1,10,21,0.0,0.1,0.1,1e-05,0.0031622776601683794,0.0031622776601683794,1.0,0.5,1.0,1,kinetic_over,1.5,1.0,1.35023020802255,0.30027510237384286,0.001046898164013867,0.04439464261378266,-0.2558804597600602,0.7663238441815711,0.20127180325871014,0.03240435123973963,1.3199791552547314e-09,0.4203352812178261,0.4481860317851341,0.13147868677889413,2.1814569444479394e-10,40,True
R073B-W0040,power,p0.5-k1,10,21,0.0,0.1,0.1,0.0001,0.01,0.01,1.0,0.5,1.0,1,raw_q,-2.0,0.0,5.852009018472224,1.7667850242490049,0.003303744954192512,0.04438564261378266,-1.722399381635222,0.9839284104544619,0.0073764813440067665,0.00869510781248934,3.890418730180834e-10,0.028730613495558825,0.30855074287565815,0.6627186436221004,6.682536190674934e-12,40,True
R073B-W0040,power,p0.5-k1,10,21,0.0,0.1,0.1,0.0001,0.01,0.01,1.0,0.5,1.0,1,xmu,0.0,0.0,0.9999913634943781,-8.636542916713416e-06,0.003303744954192512,0.04438564261378266,0.04439427915669937,0.9999882821799959,1.1318147146216514e-05,3.9967254534324237e-07,3.1249555275573417e-13,0.9999878777879487,1.1316263107162257e-05,8.059483069111491e-07,6.372709647195257e-13,40,True
R073B-W0040,power,p0.5-k1,10,21,0.0,0.1,0.1,0.0001,0.01,0.01,1.0,0.5,1.0,1,hminus1,0.0,1.0,0.9999912130320537,-8.787006551890543e-06,0.003303744954192512,0.04438564261378266,0.04439442962033455,0.9999885225762452,1.1318252788600024e-05,1.5917051589811401e-07,4.5032878739801446e-13,0.9999884293084301,1.1316257712320217e-05,2.544336481402579e-07,2.0955061545638092e-13,40,True
R073B-W0040,power,p0.5-k1,10,21,0.0,0.1,0.1,0.0001,0.01,0.01,1.0,0.5,1.0,1,balanced_l2,1.0,0.0,1.0047113800826586,0.004700316268463434,0.003303744954192512,0.04438564261378266,0.039685326345319225,0.9744213892996898,0.022443550506116242,0.003135059320648277,8.735456725950826e-10,0.9652859229342815,0.027670912337177635,0.007043163528785459,1.1997554639446416e-09,40,True
R073B-W0040,power,p0.5-k1,10,21,0.0,0.1,0.1,0.0001,0.01,0.01,1.0,0.5,1.0,1,kinetic,1.0,1.0,1.0032346335307498,0.0032294133575797046,0.003303744954192512,0.04438564261378266,0.04115622925620296,0.9760130078843279,0.02319353320313308,0.0007934577283497446,1.1841891723290218e-09,0.9697111446438518,0.028511594956132483,0.0017772599317956925,4.682200643929182e-10,40,True
R073B-W0040,power,p0.5-k1,10,21,0.0,0.1,0.1,0.0001,0.01,0.01,1.0,0.5,1.0,1,kinetic_under,0.5,1.0,1.0000239062154113,2.390592966224883e-05,0.003303744954192512,0.04438564261378266,0.04436173668412041,0.9997312806964832,0.00026033774253578495,8.381547837513718e-06,1.3143505738722343e-11,0.999664686508829,0.00031673722091946977,1.8576264973808472e-05,5.277829693098478e-12,40,True
R073B-W0040,power,p0.5-k1,10,21,0.0,0.1,0.1,0.0001,0.01,0.01,1.0,0.5,1.0,1,kinetic_over,1.5,1.0,1.1599932672059097,0.14841420096859276,0.003303744954192512,0.04438564261378266,-0.10402855835481009,0.7500986201715303,0.22633802971345457,0.02356333630046698,1.3814548145768739e-08,0.5574410686414403,0.3719937047038385,0.07056522325834663,3.3963746380300304e-09,40,True
R073B-W0041,power,p0.5-k1,10,21,0.0,0.1,0.1,0.001,0.03162277660168379,0.03162277660168379,1.0,0.5,1.0,1,raw_q,-2.0,0.0,2.171820360465262,0.7755656916831677,0.01037898164013867,0.04429564261378266,-0.7312700490693851,0.9005874641319291,0.04953848279080345,0.04987402713288096,2.5944386406636753e-08,0.19089388632678314,0.2854522915575865,0.5236538185835978,3.5320326017743e-09,40,True
R073B-W0041,power,p0.5-k1,10,21,0.0,0.1,0.1,0.001,0.03162277660168379,0.03162277660168379,1.0,0.5,1.0,1,xmu,0.0,0.0,0.999913615510384,-8.638822097086591e-05,0.01037898164013867,0.04429564261378266,0.044382030834753526,0.9998830663348915,0.00011293933758005602,3.994296382079525e-06,3.1146256297495863e-11,0.9998790247716655,0.00011292052419642017,8.054640709532483e-06,6.342874286088078e-11,40,True
R073B-W0041,power,p0.5-k1,10,21,0.0,0.1,0.1,0.001,0.03162277660168379,0.03162277660168379,1.0,0.5,1.0,1,hminus1,0.0,1.0,0.9999121118401015,-8.78920222890962e-05,0.01037898164013867,0.04429564261378266,0.04438353463607175,0.9998854591585568,0.00011294990012710524,1.5908964022134641e-06,4.4913924019729944e-11,0.9998845373930896,0.00011292001005332065,2.542575972404355e-06,2.0884816938111172e-11,40,True
R073B-W0041,power,p0.5-k1,10,21,0.0,0.1,0.1,0.001,0.03162277660168379,0.03162277660168379,1.0,0.5,1.0,1,balanced_l2,1.0,0.0,1.0046203383475698,0.0046096973484354275,0.01037898164013867,0.04429564261378266,0.03968594526534723,0.9744171401683037,0.022448611854170606,0.003134239253041341,8.724484451989719e-09,0.9652927613334662,0.027666629852770803,0.007040596846900241,1.1966862930455534e-08,40,True
R073B-W0041,power,p0.5-k1,10,21,0.0,0.1,0.1,0.001,0.03162277660168379,0.03162277660168379,1.0,0.5,1.0,1,kinetic,1.0,1.0,1.0031418938388137,0.003136968404464389,0.01037898164013867,0.04429564261378266,0.04115867420931827,0.9760269935922484,0.023179409794153536,0.0007935847872641401,1.1826333935906094e-08,0.9697398160063725,0.028483458895602408,0.0017767204254212534,4.672603920116368e-09,40,True
R073B-W0041,power,p0.5-k1,10,21,0.0,0.1,0.1,0.001,0.03162277660168379,0.03162277660168379,1.0,0.5,1.0,1,kinetic_under,0.5,1.0,1.0000110193196199,1.1019258907630675e-05,0.01037898164013867,0.04429564261378266,0.04428462335487503,0.9991146339728624,0.0008584680936673503,2.6897504446616504e-05,4.290236286762557e-10,0.9989049966727772,0.0010359206474165423,5.908250670182507e-05,1.7310446378218116e-10,40,True
R073B-W0041,power,p0.5-k1,10,21,0.0,0.1,0.1,0.001,0.03162277660168379,0.03162277660168379,1.0,0.5,1.0,1,kinetic_over,1.5,1.0,1.0689998457237098,0.066723487724572,0.01037898164013867,0.04429564261378266,-0.022427845110789338,0.7887379283549999,0.19818855141837782,0.013073408320140234,1.1190648212875135e-07,0.6900709384589012,0.27667515927273995,0.03325386704888344,3.5219475430958136e-08,40,True
R073B-W0042,power,p0.5-k1,10,21,0.0,0.1,0.1,0.01,0.1,0.1,1.0,0.5,1.0,1,raw_q,-2.0,0.0,1.2364416428439542,0.21223761143005376,0.03213744954192512,0.04339564261378266,-0.16884196881627112,0.801755214613164,0.12951783727427568,0.06872632805723271,6.200553276026157e-07,0.52341151637441,0.24229397121717972,0.2342941650028418,3.4740556856105083e-07,40,True
R073B-W0042,power,p0.5-k1,10,21,0.0,0.1,0.1,0.01,0.1,0.1,1.0,0.5,1.0,1,xmu,0.0,0.0,0.9991342389780175,-0.0008661360095048153,0.03213744954192512,0.04339564261378266,0.04426177862328748,0.9988547535524355,0.0011055415638594084,3.9701869980749806e-05,3.0137244089453205e-09,0.9988145818254668,0.0011053463924965443,8.006572916739617e-05,6.052869356103303e-09,40,True
R073B-W0042,power,p0.5-k1,10,21,0.0,0.1,0.1,0.01,0.1,0.1,1.0,0.5,1.0,1,hminus1,0.0,1.0,0.9991192993504272,-0.0008810886942407319,0.03213744954192512,0.04339564261378266,0.04427673130802339,0.9988775713990383,0.0011065961842938832,1.5828041925086935e-05,4.37474263520402e-09,0.998869427349105,0.0011053199350849962,2.525069602523825e-05,2.0197847114864207e-09,40,True
R073B-W0042,power,p0.5-k1,10,21,0.0,0.1,0.1,0.01,0.1,0.1,1.0,0.5,1.0,1,balanced_l2,1.0,0.0,1.0037099058112153,0.0037030410837408803,0.03213744954192512,0.04339564261378266,0.03969260153004178,0.9743787702847543,0.02249509619291131,0.0031260473711033298,8.615123116641986e-08,0.9653651925623337,0.027619714141146032,0.007014976667513517,1.166290068800829e-07,40,True
R073B-W0042,power,p0.5-k1,10,21,0.0,0.1,0.1,0.01,0.1,0.1,1.0,0.5,1.0,1,kinetic,1.0,1.0,1.0022151914426383,0.0022127415234341028,0.03213744954192512,0.04339564261378266,0.041182901090348556,0.9761656188534137,0.023039425077617935,0.0007948393419756018,1.1672699283600384e-07,0.9700239936619338,0.028204635958100056,0.0017713245993657809,4.5780600335070295e-08,40,True
R073B-W0042,power,p0.5-k1,10,21,0.0,0.1,0.1,0.01,0.1,0.1,1.0,0.5,1.0,1,kinetic_under,0.5,1.0,0.9993844884161386,-0.0006157010888820306,0.03213744954192512,0.04339564261378266,0.04401134370266469,0.9968865932337541,0.0030247239185018995,8.866820831709263e-05,1.4639426829853369e-08,0.9962474899436504,0.003563163468357821,0.00018934063767591142,5.950315861430107e-09,40,True
R073B-W0042,power,p0.5-k1,10,21,0.0,0.1,0.1,0.01,0.1,0.1,1.0,0.5,1.0,1,kinetic_over,1.5,1.0,1.0257488121794769,0.025422894337515604,0.03213744954192512,0.04339564261378266,0.017972748276267058,0.866709812082576,0.12734721081241349,0.005942300389795667,6.767152147564212e-07,0.8221735470445938,0.16389835051567148,0.01392786021644452,2.4222329018706927e-07,40,True
R073B-W0043,power,p0.75-k1,10,21,0.0,0.1,0.1,1e-08,0.0001,-1e-06,-0.009999999999999998,0.75,1.0,-1,raw_q,-2.0,0.0,5.852339314254394,1.766841464090484,3.3037449541925115e-07,0.0004439554261378265,-1.7663975086643462,0.9839295280938327,0.007376557114060937,0.00869391479210637,3.890323068294748e-18,0.028727973845811064,0.3085827202114028,0.6626893059427862,6.751762359691548e-20,40,True
R073B-W0043,power,p0.75-k1,10,21,0.0,0.1,0.1,1e-08,0.0001,-1e-06,-0.009999999999999998,0.75,1.0,-1,xmu,0.0,0.0,0.9999999990000129,-9.9998709363097e-10,3.3037449541925115e-07,0.0004439554261378265,0.00044395642612492014,0.9999999999998828,1.1320841338104662e-13,3.996995526545881e-15,3.1219892676547185e-29,0.9999999999998788,1.1318956890625146e-13,8.060021453332735e-15,6.374882409458716e-29,40,True
R073B-W0043,power,p0.75-k1,10,21,0.0,0.1,0.1,1e-08,0.0001,-1e-06,-0.009999999999999998,0.75,1.0,-1,hminus1,0.0,1.0,0.9999999990000115,-9.999885369209034e-10,3.3037449541925115e-07,0.0004439554261378265,0.00044395642612636343,0.9999999999998852,1.1320841398601194e-13,1.5917949962618093e-15,4.500867710705034e-29,0.9999999999998843,1.1318956897103494e-13,2.5445321668741366e-15,2.106568386854422e-29,40,True
R073B-W0043,power,p0.75-k1,10,21,0.0,0.1,0.1,1e-08,0.0001,-1e-06,-0.009999999999999998,0.75,1.0,-1,balanced_l2,1.0,0.0,1.000000485281007,4.852808891856674e-07,3.3037449541925115e-07,0.0004439554261378265,0.00044347014524864087,0.9999971171142209,2.5499874789884432e-06,3.3289830017126175e-07,9.835018909248817e-22,0.9999961445557315,3.1145647567154306e-06,7.408795117764017e-07,1.3861513285015467e-21,40,True
R073B-W0043,power,p0.75-k1,10,21,0.0,0.1,0.1,1e-08,0.0001,-1e-06,-0.009999999999999998,0.75,1.0,-1,kinetic,1.0,1.0,1.0000003322879247,3.32287869523769e-07,3.3037449541925115e-07,0.0004439554261378265,0.00044362313826830276,0.9999973667786124,2.5499966989753002e-06,8.3224688580245e-08,1.2935186607167574e-21,0.9999967002048616,3.1145750650270926e-06,1.852200733658678e-07,5.180324613374878e-22,40,True
R073B-W0043,power,p0.75-k1,10,21,0.0,0.1,0.1,1e-08,0.0001,-1e-06,-0.009999999999999998,0.75,1.0,-1,kinetic_under,0.5,1.0,0.9999999990333346,-9.666654148486167e-10,3.3037449541925115e-07,0.0004439554261378265,0.0004439563928032414,0.9999999997366182,2.550586723253209e-10,8.323148339735724e-12,1.2933475818827257e-25,0.9999999996699604,3.115168646360327e-10,1.8522726012446843e-11,5.184123011309553e-26,40,True
R073B-W0043,power,p0.75-k1,10,21,0.0,0.1,0.1,1e-08,0.0001,-1e-06,-0.009999999999999998,0.75,1.0,-1,kinetic_over,1.5,1.0,1.0032449376362933,0.003239684187835481,3.3037449541925115e-07,0.0004439554261378265,-0.0027957287616976545,0.9760114531660571,0.023195103246438215,0.0007934435875046655,1.1843622662743733e-17,0.9697079568665935,0.02851472326889437,0.0017773198645121393,4.683268858288999e-18,40,True
R073B-W0044,power,p0.75-k1,10,21,0.0,0.1,0.1,1e-07,0.00031622776601683794,-5.62341325190349e-06,-0.017782794100389226,0.75,1.0,-1,raw_q,-2.0,0.0,3.4439143313615,1.2366087115062478,1.8534557288834497e-06,0.0007894685715553628,-1.2358192429346926,0.9557965671817469,0.020771919692717116,0.023431513125535753,3.460786669231332e-16,0.08058621874331563,0.30091249339247306,0.6185012878642112,1.7802559767326575e-17,40,True
R073B-W0044,power,p0.75-k1,10,21,0.0,0.1,0.1,1e-07,0.00031622776601683794,-5.62341325190349e-06,-0.017782794100389226,0.75,1.0,-1,xmu,0.0,0.0,0.9999999900004308,-9.999569222687429e-09,1.8534557288834497e-06,0.0007894685715553628,0.0007894785711245855,0.9999999999962936,3.5799637606855997e-12,1.2639609105134533e-13,3.1264058557565096e-26,0.9999999999961657,3.5793678459949343e-12,2.548802465465336e-13,6.373708553729063e-26,40,True
R073B-W0044,power,p0.75-k1,10,21,0.0,0.1,0.1,1e-07,0.00031622776601683794,-5.62341325190349e-06,-0.017782794100389226,0.75,1.0,-1,hminus1,0.0,1.0,0.9999999900003833,-9.999616740233357e-09,1.8534557288834497e-06,0.0007894685715553628,0.000789478571172103,0.9999999999963697,3.579963777024253e-12,5.033697512436723e-14,4.5047814025618387e-26,0.9999999999963403,3.5793678285452225e-12,8.046516812603206e-14,2.0956742637873858e-26,40,True
R073B-W0044,power,p0.75-k1,10,21,0.0,0.1,0.1,1e-07,0.00031622776601683794,-5.62341325190349e-06,-0.017782794100389226,0.75,1.0,-1,balanced_l2,1.0,0.0,1.0000015277451337,1.5277439667322518e-06,1.8534557288834497e-06,0.0007894685715553628,0.0007879408275886305,0.9999908837665367,8.06353123699754e-06,1.0527022263136797e-06,9.834774981661073e-20,0.9999878083117413,9.848849188074678e-06,2.3428390706763477e-06,1.3860766209019812e-19,40,True
R073B-W0044,power,p0.75-k1,10,21,0.0,0.1,0.1,1e-07,0.00031622776601683794,-5.62341325190349e-06,-0.017782794100389226,0.75,1.0,-1,kinetic,1.0,1.0,1.0000010439424858,1.043941940882406e-06,1.8534557288834497e-06,0.0007894685715553628,0.0007884246296144804,0.999991673200421,8.063622881102215e-06,2.6317669775177794e-07,1.2934974215491192e-19,0.9999895653366849,9.848951592889032e-06,5.85711722137057e-07,5.1803312893062946e-20,40,True
R073B-W0044,power,p0.75-k1,10,21,0.0,0.1,0.1,1e-07,0.00031622776601683794,-5.62341325190349e-06,-0.017782794100389226,0.75,1.0,-1,kinetic_under,0.5,1.0,0.9999999903334758,-9.666524294440921e-09,1.8534557288834497e-06,0.0007894685715553628,0.0007894782380796573,0.9999999973649476,2.551807074273025e-09,8.324526244275944e-11,4.092943981999475e-23,0.9999999966983703,3.1163887904684762e-09,1.85241031321614e-10,1.6393084241787096e-23,40,True
R073B-W0044,power,p0.75-k1,10,21,0.0,0.1,0.1,1e-07,0.00031622776601683794,-5.62341325190349e-06,-0.017782794100389226,0.75,1.0,-1,kinetic_over,1.5,1.0,1.003244927853469,0.0032396744366530836,1.8534557288834497e-06,0.0007894685715553628,-0.002450205865097721,0.9760114589603656,0.023195097496647867,0.0007934435429861236,3.7452811515634177e-16,0.9697079640806759,0.028514716157231737,0.00177731976209223,1.4809789232227394e-16,40,True
R073B-W0045,power,p0.75-k1,10,21,0.0,0.1,0.1,1e-06,0.001,-3.1622776601683795e-05,-0.03162277660168379,0.75,1.0,-1,raw_q,-2.0,0.0,2.172805924311672,0.7760193849579006,1.037898164013867e-05,0.0014038134884638421,-0.7746155714694367,0.9006229465826739,0.04955421914264147,0.049822834274658764,2.5948137493284244e-14,0.1907660325781614,0.28574687779286667,0.5234870896289683,3.582670695050202e-15,40,True
R073B-W0045,power,p0.75-k1,10,21,0.0,0.1,0.1,1e-06,0.001,-3.1622776601683795e-05,-0.03162277660168379,0.75,1.0,-1,xmu,0.0,0.0,0.9999999000136408,-9.99863641908087e-08,1.037898164013867e-05,0.0014038134884638421,0.001403913474828033,0.9999999998827948,1.132081899575289e-10,3.996993557537738e-12,3.1261240563830766e-23,0.9999999998787507,1.1318934547934914e-10,8.060017482709152e-12,6.375980356450596e-23,40,True
R073B-W0045,power,p0.75-k1,10,21,0.0,0.1,0.1,1e-06,0.001,-3.1622776601683795e-05,-0.03162277660168379,0.75,1.0,-1,hminus1,0.0,1.0,0.9999999000121377,-9.998786732191204e-08,1.037898164013867e-05,0.0014038134884638421,0.001403913476331164,0.9999999998852,1.1320819580943998e-10,1.5917940413852533e-12,4.504574514557403e-23,0.9999999998842661,1.1318934002813723e-10,2.5445304833162127e-12,2.0962550354862253e-23,40,True
