kappa_q_rj,exact_alpha,quadratic_asymptotic
0.038440000000000002,0.0017712896935435651,0.0017731603200000002
0.039059999999999997,0.0018288260864096628,0.0018308203199999997
0.03968,0.0018872790138360074,0.0018894028799999996
0.040300000000000002,0.0019466482834857857,0.0019489080000000003
0.040919999999999998,0.002006933699504998,0.00200933568
0.041540000000000001,0.0020681350633751094,0.0020706859199999999
0.042160000000000003,0.0021302521736146218,0.0021329587200000005
0.042779999999999999,0.002193284825416697,0.0021961540799999998
0.043400000000000001,0.002257232811416543,0.0022602719999999998
0.044019999999999997,0.0023220959206682323,0.0023253124799999998
0.044639999999999999,0.002387873939678542,0.0023912755199999997
