rankByGap,label,sector,upperBoundAtWindowRightExact,upperBoundAtWindowRightDecimal,gapBelowActiveAtWindowLeftExact,gapBelowActiveAtWindowLeftDecimal,gapPpmDecimal,isNearest,classification
110,fixed s=131,fixed positive charge,1551357513946222706289746336323829208049840150152557370097339821286650740779275362388969979187718440149606168134135947389595948114675768797832094221865836896529547818115627062139464531128376104211552678262920734357930149334214859401572877301654869424201696440883948677144455730117846857407284189626275458909624948970208966120762562363981049087892921926876612543800927035534176679816851087463545612098504722773746342016178891729139899787708065945779362858613984114915157038089928331211733365722245871704695292170615911318533767508557698581152220925398651417927404821337364981873963239377436631401785624718612918312683340289095590870828355520471113878312423187297619732409783135279716059924564357757438626626526787214422703946026528083091869141627636757447472428234371082249726286559900091301212173950956701410402473774395084661607152556852915306133984854335018341639235553261/1858112155400463796490067517583303444293486935864057692107647653693824755597761472672787550078225732458460863347423040253114613085752903572866776787649647525155305969784494442193884332841034091700388009247666218966611074120193263021161418732433490627539128064420341455026018138630787711280478552655176472871434434352977405069395899772644042968750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.83491058892075932958,238458008076799532343603173576191948272935894413459315901132508134174840241597775431651643112504707961220172522891136257254475302328715588268738658192936188749687051323527326699820615939463646559024407258115582930995533785380655279742804159534091359570303815788913744168669964932049060296188535975377617410915627480953994002604671498899704630180599167318304928739322084486171920144688869657440135470441679114323760255111511555979663459199126060068509158063777857843646699443711072902831295309457059554389720614134712931777213521877415837892220248398983429116774372802248532920012719095052991721850355857302886590873425609210943958066319902216019305730803166104146449624793597063812941330393505255163005576813599323671393488502193494784503557654891159303017904643048825751456804809348248816263233224307751597648857093754024618125233974256943399618265620666295148711995601035646050574394336344828735823317327698907/1444444263875369365928130276455990806116232985797603524334089490432389035641973671347809171694644395266390937213962373195345728300380077170840396345924949699850843162907275552240710524990279925589055475791428585967502469125171490451139037339611324311935548024011614446260405735076412961298639109861680670805035972604719511043160651890873285045288620942471879970980808138847351074218750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.1650863339212750315,165086.3339212750315,false,formal full-window monotone-sandwich competitor
111,fixed s=129,fixed positive charge,141559776624645181655329733515123912839027471992900304292872478819674172000679851952864506301896027037189867492335065802520779502786852213330793393974667123878236458815836104102854313991015898862310537258273000153437302405515883435173235135751301570717783020321678231709261814407755321866553346562194528065553389845499246440951812303371863382957830923215141536702607295209533592952219586599932665418194147518604122303534116609702328765034369478300025219248440963156418107705930789697789390396819146891359460354626396161045255796539724788108873169091675633655612027367906136353622425333399278994039122644080351722557377510127547210933346335691428133460958996762317729393178663406635096149125823967206050719896157584232792778834921827437154307357255620598755226269863889233946869256325265443491501117400599332707100184548842999065193008655144938267135189398647586105372230759/169939960078916362784148102707918024913221152484408445537465747013757216754667357828067773936637406248356020302736741289665399799867937294706354666633966529717085458920590188344578466003715862546764822118430579769681632919402321833092060165942113272717086813357341419599713803427726633549867894685162419305421519638565897025728190783411264419555664062500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.83299876355689355836,630425560370974109592006337503798311451719363570064868755379346053620411457261933700062138316561688614404374806397176896756712683269245157452617800366481000949706286399060144856848341076277123027821305216151413150519413252787018847736240093184332205100636562677913693519092025177848558691985558064096404009435370130662705036066482249772679244437337112409270061367622224636029695093671550261921237726853117517369489531110719448518817821494260182521012445763263187023554205254435483183029123051207771878043284056647104852396877840064876339030152369923446913979818288889086912846322650201798703732810319649079652934578239675767977687857657778667878497776511636490323732130124240372104267701653689968203335594228653387262935894249795569589794237107593528264414408292979149585837445468778089173873120802543933403960039211266301340985422433170319345609191709638065566909050390612670150599770815460618659836849422071007/3775044964984043674216129490580271620494013542195994997454300551343444748700849611165263155736354969670141978292053276281274652241139477033065119080641108648461243668639311003388482622609837601529070546274802315009978115634859527584394387105887299108446126781989434595791844856065090202785217982600658434574245435928388633358373272123439046362703937816801547100453717575874179601669311523437500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.16699815928514080272,166998.15928514080272,false,formal full-window monotone-sandwich competitor
112,fixed s=130,fixed positive charge,308809217421949439757103786811941531433347128524247527012696256094693372677323001853704064141786379784043718672113643415860872572225555724972129307265218800252404482886645202612547618477941787889711344985036196501322418298353148041230838248342781898272370636252044388770585611665700910948422583428077251230298198295830129937048321253310840385750667166997525033694141712766620880754956529444577288910434626312961015704524904222387611036578725894766087473246404270784077780053317818707861567297353325413753289112768913569848530268546607624707047734547536003267590957940174710039972353279522225123962089321657046036084838332877930874388814079998704925413555924057475307502330051003360213419823047912281609263751315787238084197626054271036794368206536042648826338549634792791944958144444335578357970208349687801281375224942916324638619934205780732173282033638105052418334047/375695612378680832332600980369520620897742930491905365950000329750054765800604055247735573622768733922573331466033562972682363482731136100451515147003592504438213263918220266179049655757149534317164918985991137745470494536780560422239682622707022558776857741880017623818657117762148783927259109747643728381000238769615862111095339059829711914062500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.82196652621720391948,215157544750213602314535339771871105465097870910406811845203613274701618557310042926208552311962820951778510002007812457880961837374330869398098361579925278436630694054209858609947263200330208349473908869854902465868577634971026017685509653169101304859507759832797403022646054096346051044069013842966413049645877553542294143850251140246205455933983132929396524673665054553097234727728836695269686754160916660279986314185621377167993238997395024823247716396205366539914944037150640455134014311651993145972636208487579315528668156624992718403587405740642483238214236032917403712725832654365811726700355017367078901507745935251383066379794386909969056495562211920431363570037747659711647661042568814063949095192021559415080084352269740202642902133463077633772295209481101608870403099550528634298735230615688091501158359400050927444914279878333714218261516804029261218563476062236283729420861697654000432232396882989/1208543871323403681633776454052084326806411348332217727872286268990248540193337960111816002169552342689928424696259352617069036159074413335503292998685192091534557254251217513423163579905424231495434199868119925874770114249266447051344142161797099832920907736824493985871735035226798984928478288183879430468125735876438771775128572412430365752057399159058448390169360209256410598754882812500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.17803039662483044159,178030.39662483044159,false,formal full-window monotone-sandwich competitor
113,fixed s=128,fixed positive charge,618491546851886589238404601547152279678741834906342390859173299006761789771732785359623759663169869076006419284419362325396081398979585558795512461107383978314797981810487918270900604568533634295742953170374369122965894878831539518080045047295815469822828076043278430209560127913386596400447909548655922648044204092841118459507097468932468251215148719693720981582306998390217864846008598541357150082242542030252672240209500934981898573261844500679281219003857324948476719083326607705262183993482881392067389101005614234334484309060037598014007278528001985638194363964225748752515693086421435894208163841812210643416184817178141749205533233078932386827286502478060293452701896353375520993250376461287027079999058687178995680148721566410837502785465678031280256507079107268718203801472756399528426185691876709565239805247277533795986459352493174024359981677203382863675884551848941/754332634968330695547148515487743771591273135007000404797659555864933585917841540703186024296556772949766645606115865483153300819243367993843150759151855639543603269619000429030492790677164099940773822538292303767931438306351651337719676426288198153581859732896330410119582570821165409835378936433569762204679950978736258093704236671328544616699218750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.81991885035950068492,3001472128627108115253731649306753907038183103755506028089535019534085689996601428070852586091969303822634804790299259819908497143537592109892707721436815731621836051555464695868240027034807354546652362167690824960158984713651456985258896881670997821722527494344373269484366048197068979508459969097770406171359597336780727935742625956955124649825556861200932466463913633974784499900091584714594649430307689501144777058660484172285859325963119978424881874990095984488836007213843143274644983721747906642158517793169223579435522335428064015119299586563029097797122880130098672513964451884092481308383008304886993264024310096712554035939943641013844022688976812222243268688359408002353347464181644400029497713850945895618316063802466921853978571393770663159557323861935477568946712096206478027914873122235522283688629847048598863871992100994530182461150077483698781149612082694521084439865103670780194967880623166068899/16667615813792265522188429900928440742969321618798001023821931046642701634165212940003152998917334574235459456549920954358331067040780166052952403296886925532919648095096470034121355769002486927284500711177161747180845598157112130482248561104354154996935866830820314485953445179805806659289914537696773793501932638789401033644712963654935222577611539374053961637400789186358451843261718750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.18007807248253367616,180078.07248253367616,false,formal full-window monotone-sandwich competitor
114,fixed s=126,fixed positive charge,32350432742067450812049937867318719780875351840185135128589142311591029083606724137096022163464861749277012276926230329974292359137993641718562345512804360712694946594437143393554433839632199431268834645868350670765822514259008470582890102650287621858757414872016143674567520464217051136776501841991648756168653193422077919958700968845109963279709233256881598842457472733509865790229957245255469891843435170822881743051924061165111879445013195040656726607789178536890078766873551708387340479094673073583921106957255793875883156179557798011258661537330764775727119061965671158161177609500019250739048289768475212445034229405886742666624638056723800044977909189858074296842703097911868967916202123465129853956356676189906543425546354557529004597061808076650176207323816848002797741844819459268924145467193248833395608706396508006221244077340901307824572187972612814527439013081/39556906964649739899108157501717070515664632486121005227523428867330138051697143010550116058575104917366248764493974044424386208227135235597102751519971920081412078744310325132989378742699106775587407518934373194687185768806386340295043220937350887291183955787974862148370544890578867354121231211483853611003691508329893622430972754955291748046875000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.81782007807075521065,3153240338001803136965712911898756719399894191011786121382019591519866275504410973013987567159594315127675664403781900171251512775262005679367993660475182642875400543685728025232420439539922793155913342555779917253423013454921812674157823590270101226458854221786374612350615091644462445794066405011333463322248456018436195954317745718795323150244614101394504077984996197210104291724067192340178918629750330687104640666447675638791285427983997138784094848480053345363106799536787864227750076496202721563438298458877690362999406015445486755958003338282322085870845731255819530943876226001265916676025012503439962263565422697798104782239806063276332914964152648054317152352563204248645758898895632980704187637814375682460978984039081872962562239623847820381959409680320383973498695798826475524290397139975446030593524077860329597335603599398025803879518336370744235937957036529332087322300875318935971213860546618135117/17308677960476583426887984897117996156160449373367154909353543779205882466248490360772505037337232057859900204878764067987497646542348633978065957269844114976493480714138641958510638683194890270641596892376283352841647351932385673962335044223752391727587246324313403504643962302106029992339526635300495862482776201819762611861817308410894269599827367811517575546531588770449161529541015625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.18217684477127915043,182176.84477127915043,false,formal full-window monotone-sandwich competitor
115,fixed s=127,fixed positive charge,994919635292166043266142459316589679074350424585823345464319983791495813611121668881159451496003378943291295945451063327016647117340469888798249240148542217602014398870949383943507341633899550064246100310427556023768455052934194377177163978682817036065341023384675856565793373105224575447131473087352231809996333303391718539916682165978814313342498594562449463853670120843672783720422566663353923263662412685702582129099353034323346740104515594646407191605293973744093027926084421209306826727057943619157875302130484326076646485821769479661034557724391430885129522457943875200411924125267141938314997781280558768842071140781689231509103823364329725409999895380548728516514185247826357937464897305400821841995212829051190873510055094750619023263417716626265857699249276240936426540888183342456171340373662135704149606332304279059366163132170793708199692800019740730857896947/1232620853585123601667729073579561709480821891546041180486930592226245708537270609912233029485758887302002515686796265670764398670504976210720993745924918208233230003322886608560539349441864601327078594348297343186869167371214389152378416622002253741376250911351654664038111456230697547750208002685808322124172420330978638958185911178588867187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.80715788021791557122,4067859370738933118984030809088094464758793808125395506618210660890071331468415234548302802745533375160691699909668631335245095088046483349542757052188610493403058081719977755795115076565504358975181361578569186779003155543719918636671568960888408664615576936043553814035520801809461782311895944362210131434576060853655025401687995921886364348399892414117018255740534249314876988384801591361106699931975761101702765845256283982326984183278305117334712570985764429647014940464893995968172452257861350530822453138728939467234632563333425852932758572196814016504717393772220652426366322601089611092635176863693376675974785234269637643826505861261157601130696474296823850809197742169524653912487121574782413366630564384182985996865648608093918586644200909218944378137323927462199269371692645933013858097955256630155651830891475891394750363783520158466986676108017718624990616915038727661204576025560740346235211456051/21094583935826682443062279925272744613348270807253254886498087604193429065192808031042606583323095436042387049243799609316114085685662487310602932340686989234057726619657614779749764303803768404283942397698093251632351085078105257623461390460458469810983116860936622298852102433049582282387984666482259149989103753479658561893153263926057293126820058049020190082956105470657348632812500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.19283904262411878986,192839.04262411878986,false,formal full-window monotone-sandwich competitor
116,fixed s=125,fixed positive charge,823440332145515538695895765666675673936812312178484041366624524706891650495558242624303787855904758552915266947560556647844518591950277736848781286551298439164281879487971151333838528413718925173145619248743684150628459852760326427733767432558527237283589535960344235827872460459588196541135256370933932334030131789746643187082083490403310507038232302149350924905002713149878917142207997496418888794525284951528688581548311451715757918802859057421790741379170538712701248632882341761743242357651697332749390541211888359154786622080004713424853910473555170351154004052862266629265575011482287014385166630981984601763879232674416473175506103668507802799967111937549233185181351857124647842676031038277795556450256240194978205460904934546554821356437034100474283649190647036314653800370869801273237401332929236956289867317344098623984835820684234742692782549828130121497547/1022998950857207240032678283784892795835665429685264644513343379109267261479241641327714074857682901277159528033127300574354783887124530328409134040428926612454720907524843064710440613498018861677452318618304516819504462777432139776113930365214435143042727557039297185570017500539237135079279373563697352889079184024012647569179534912109375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.80492783639272119452,209074712447962792235770744431330295810009717018872748485848152987936026460706901901559855122031075650288420747091152967866631682566392762350348360770689250737837929404083227988529608546996062877433473729986165491553404457296907122395022706752907793491978150985069941125329994296353620473061129304438036537034109597137565877883855789603792520392258676610372490114580393434787885039944551811985931652701960977829671477136410470092984419532863002481065477631288714999283038729963853734862773694688573501361879559970930841185841827807529740659529994957045125855398006831976745755053493880773744474474706495573382170256530961048583961109051122379376141027874237122654522950907139067024584707235210996823203797416053066264172177237574233485448539704397080789841121704324113545870353553158891641746830115089394489914887140611367181514971366254800621994892295386636277686129242730966466746283930674571069576548993370354029/1071798285692432631677458240820290398683593369436967395135999714667430424876311013600894194571693770374345880352043318067640303705993123901762885743550896507907711165319945869091295479009321544848718109690216796880082033278210149099290659417600647477763205265525524112147740986497452044469463821611616223194938451448514638637136252805468608953996800803309952243580482900142669677734375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.19506908644931316656,195069.08644931316656,false,formal full-window monotone-sandwich competitor
117,fixed s=123,fixed positive charge,6893416574591645078181525601925384798559565623878884885530424455223825912964994502736833843501142254121775600099880943079400344298860285230635817542736984453372812905261480904426036787977825316308289014658350728148824859830352548385527355259750350870493908809359072802984302582531156519919615687095246539833275639612336363995942729061246321952947374462283031407576337581749783590747936792565637938746890832767085849186692630813777183877963579664195744266695116140862950938118082741520106091848009054937794786345111986891247303515091828679470581885492022749824828618836584370403649372601057890804011874078793762238332000392633354849495164578086351563066713508479449427163011205399490040975394013812753299136707484438321058784471968599183088943871555622471872067815233997389608067035792122964160910577492631841691884959895654574003781444710185400192961610261843805607087719191/8588405828848016194021440023918082147672662492810946346887790646023366016454333124799856420002504013733686588276184813243184228981102909471618806293446440260668119854935637003875505633050783935986534603794706885097080659000324259262463642438928748998622799683855585399542285596071890612447961255066132416416402328707135893637314438819885253906250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.80264215641010013198,85860367281241734415046583377474255966566730313132639920159526148272691233406914522213170358465215102259194068027149577171449046922790391133056078884678298831297195254912467255787728363088128191331151470843121083861382445800991992497369643838444414865055400948338785670627932210611322485729371533973478083989510042237843631741220801738356961636079763965103812754318237159050619129532994295874312591417954873540824258919246306192846421455910119912259498801608232285048806127012753810577211181178800684777362222324445165599566509864143962598187063498816397694186144763898967972573522790569994867248571815751401904259523762340921461177763153863585572715653140048089836764670644429525594197535022347035700280974069026456124082454327606129640516307317276292959378683710740245935217983517453381931403220343769621467142909511911104845176174451418373025872464050047421247635481681486430573343942792903574942314176106603903657/435055959547114123973130431197830714195384268033282542316183667963823532259759352311308910397935832805667761906412177925091157061740114313502738925971757484544295596328349649227429566901925620316126624592160635625479244251273477750945178138597019575855571326530039601603213106512394807915561074887282733840783293721415654838688921535733288398049714920667874196169577771797776222229003906250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.1973547664319342291,197354.7664319342291,false,formal full-window monotone-sandwich competitor
118,fixed s=124,fixed positive charge,252830535733055077541236467041759145582258908388658338339370583151964377316984673170172176680904714115764673822770253558943976873385438312954734756914114094588094283779810626181641256846123405176367275028757164761017014645889664032982975215795382884154264717084350382248693573912057350518943187551800584829528991908167985967995843641483199224701683121516164561384967366191841671019340263472892847018969305372211555304362095473021045499344943579955092447786287025417252058032025748174965980464560499733458876538094288426143362740531748044946320138088899294362575636053797954038130059701646554132672200328332293036378496326642519833297927487689537946900188806746433571487692586415259023926223027183837848216108823149685915750677925025239175782661106064101546613518997799889535355217162826314597521995871015046030885455282904962110845883667692782288925157264992636286557571902139/319089470826165981230021711668334124636835775035239026900341854801522939136896139635589358606011546045956602942244581586887013971173550269208590206287054998379921877777811747126584508152034963450075906856541831404958766203930349930504551899540910132240219953606935091260831849915857208224057752058913547820340628896618184739963908214122056961059570312500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.79234997970457150805,4157048601786931758376089708641191750479438582924140622511596051932634024762518470699832497864183674575909786970301356365452411802925257920110925733217533751545856125666432757231510096907176797449121862532372162528878221234231739683099051960707333167622685646020509265388307437957252933497146393269097775623012712082102458551637026365138524003689936355507125760541269636867515508994625311636312580768010155410776861630893332956763610509966455768022257232708984900404549032473352446675763463860734130438386321778135813071078910295466776732911689207833389245898332707622960472046408075869632672154711499022753425923906670630031802116055404091320158075451487521320368654740039788016877787026462467498544352399174459003208814005725170514058232348858362926458158147835506993382103106914826926852504964553881945401463019394601391997514828426619694318644592806829717704517428961480664646752903465123148470025673335778767/20019791955400730552281253434514962109271422770198911057362655151534117122333120121852256383765193154994031730838035362917534903330754412209858897065176442907594187559552777070183709736694201399989583919554508337316844066476978970720092094071508479840994167292614443852918741235713496228597835991219915782971995885605355306361912438658085623979733438243533427680631575640290975570678710937500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.20764694313746285303,207646.94313746285303,false,formal full-window monotone-sandwich competitor
119,fixed s=122,fixed positive charge,2068365515321724350340006772275860217262362985795224407989869057486443158682600749251212946149824364074592796871690286578050277714445286101402721841424877316260938574901177968635414869585379664564308883399822950921842069635052936128635036853733613782778871942683531908056992560355627066303425310035496816919147181117152883758936730419085236713571745217023866104739610381039284922532650437957593714061670344058123103803212766254084424766102300469576070223297542369742154912100249041035430802107305951352833664306404944818857062781075423923541568065565708913728893588886650891139607502279434445199175585568080255492379326790183206655278232087753544071948405497012362852949254483249518266167189011275674091850170478108229237526197860059359297547547211423872895950665862114490818578454520410221377397759679062443356556938434669483403942093629715598482235566374472206781973255570691/2618390976230717389590048037763721370200443242000399158120221388271698230775471114159153997499005572911249141470347573946958112760300592442657047739470507047718663663716157153912251857460435438152357884507870426847699945540686625014968181438645287835328900270661952825513486541852284460222117110745208985159073605819557428731059189885854721069335937500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.78993761210528706258,3953662559755055998047479346455789552981036400982303204760975016487247280594113110500218725738415356503192546872338467975334484280395396734612397552621001524002510118597185281711522124312122409222756582449584672426575044415234440751718955671299264405458108674060013157877538341849070934735465509426458601074546746964714390895734800854978999062634066536877990847887373018495375267351472353873370959515859003942162902897087387525155204334889990351622313961752549064660903191760790869482948777624636819759661046084508224362829706440395749795976107489854919015937389754464763281027145519994031824232346112016000342794786316505000619526765069399346652100902992209862654911724381160793499844441624092723095136844067434173060097645792309976232122701555699515385565418215736760911299818094770666358185664918619779732851845765270662790021259200726597718891359888172182418601193588532424293709546885531346575969339239648686643761/18821648732866242113769404643624965886832829986925814994596702989328245548048233401530252783212032108961942815009666700463693690824000375128126456001420377782272083078340071917261785288980381401298679589624330254361705571017408763929687153033844170235597567066906442897655451762446787080669916146855040317484465094927718972612005272469433216476958944506775450733471188868861645460128784179687500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.2100593107367472985,210059.3107367472985,false,formal full-window monotone-sandwich competitor
120,fixed s=120,fixed positive charge,231505959564561497802087230859005467571256768815219098756821137647445772152864161937141721809676445170084311830320629866516983773063632500689695134909081292105673088169554450105208824081973050719026349877687300579249653640170575506362017733741015102721647773416385243854447215432029719184564223750782263447879257328477161455974782427193945595059372094248305493211552414080573844722670099646697856987135190874069925573893643741120984012410808538919195277828809031981474848830864324018067478743211660045156297893191950341330893670813995652125441774246720166855192449360104062806885978396986261787388173932521648834876893341088015048314271040196306891869514446144002556489384892209050211176051583618773211898184290950594540151350821436198204182468296074697941705357883368558614613846262259542965730081346908546930375845898038411001556997989573638467594209463602780136024877270119523/293988861086713557535928511314737478188768142525162223305681272824961239772646631761711405127463714643716452234623254723646115023829235583832036196350335751918904343942316296715962045774398079834361467369036231913069658330174199686387466697962726114096957193698092158253192024010577280365644916926043272133108226473741098061509546823799610137939453125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.78746507166568327908,868443279652516463059732921686124327773964875763306702840416874677054216587296825676777959473908319245910460132121586368536525221448742342370950188172800426853344132167368454454633566418924981689972260107563667381032808108539025146084545994714308815797207838552766176392195937605236897693609167900960384805896774873841518690496114849500136948381318818886844987275632869771369314342520197475372714839141487173983242136606293277561700678445655740753097235124321079087545200277817132859498840747260305177277692740789713028041693991281234043336127759971843574259221543226961801029586875417743257682321326417523063672641820323804512869278310314197864884497847054922346279619829016455642152413194828462453850487414838602097243889509703384927964246932973865820599830722022411355277897270249823874957233753213573715211037504220728230560481096524626214360063316886206267162685972798414892571824364041407580049019063670131590833/4086179435438664195163017357635010015635109163604907570523540450644834868378201301323909073814458860428617979136378994204125405941420612129129570989319352989450653254745499397743780778363470633892235450977139508451616594083114741030031250055592006939381942997639833488904024638858723542037692864902863215535356935644988573523378255347156501030913091677965187642485034302808344364166259765625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.212531851176351082,212531.851176351082,false,formal full-window monotone-sandwich competitor
