sampleIndex,windowPositionExact,windowPositionDecimal,radiusExact,radiusDecimal,activeMarginExact,activeMarginDecimal,activeMarginPpmDecimal,sign,classification
52,13/25,0.52,9565463/25000000,0.38261852,-213432349041353771979065951044712392841949770270472742063731492572154762980249000266788467606199129909313413866071053915786909582257034457051055888815074862622219784226287850968467098360215221703367485323200918533451164091528513204235938199574416409684172605501641234622897278355754751828596275703071776775494345492799019326361944268253972814163399237136445484500409706158601223843305646511974195700884666506435018170426712650821398952521105830581649059882783734159441559551381088055176733286937711462200332460475882718578768797853403498041570177157205422109599947166531265929769257761370795756696484834754136106391528735914424239626746128974124560112228448696547371467826563775354468278363799397540266125139190773365982075624651361220000638193692177407924353937671304896078193788450896691827871243583904247395475292346818737823768421100707386943154744708507677294417574114198326781115502844809844070158781805529331332110534209087182004499147425163892095659045498223139808812912371858999252966694123/364054674891297898069551928684232692601439941911826659433185542330109171955382944323035771893014059787938405532990200583478118814102516144691847450424529002129711230896372510380854227909598798438329331258840976579749953412146662458620011021090192456144796608113412690620905034133459205898278612829908412263241488309301887836432544099570586614248231086735985572775738018822554267525611484061483017033508665000430379505134261000433540020858325103603192474110983312129974365234375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-5.8626454695323431987e-07,-0.58626454695323431987,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
53,53/100,0.53,38261853/100000000,0.38261853,-1256889092895905190239876887794400769886511522529628579633674420890713895011867519709629258068795751120959359000197731239418611062623720729893768634972179158989967708707412209663792815167115058564212280185903000274137328338767714795167992197836141815262111956507124304115185337312208082954681532369324329813936482589943465421065986811939782866663613944748003435133046409582866429286594460656343748006251161036425647357730004222646224635392877465688018171506190374736864153793769372045617847439803651389073083004258254237419999240053644011183887431735505823720305788097110004794987590980433164759463513055487184787417988683721171481388832284278646274664743933755188943502184681166625731428918836797235546241893976158975830271783597509184130553104039760509687857472872747793483355835593689767748690902774726141155678423224585130614485608316328518063469634582375510266443351886788276567492226936690598293949920362684901953397230390892246777709682983379480352915995598984144482841360107333673006553026006964549/2334651151902513671965643925634941263394221617575127060258042236767178975589475503933341842518269331057969425080234351208354235741108270618446648876834226903472318564141684601105154531042797257110582254587178629420894466150805678633093531542617443098008081754988468646005493241244116778276840307171369204297661781311035156250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-5.3836269794382890863e-07,-0.53836269794382890863,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
54,27/50,0.54,19130927/50000000,0.38261854,-10123274201726470092394308653798992655611675017963269992853878677035790934018405673859817927959183478481736141755077802855058664360837910548244819949987718002083125452821721535453783332842640016233258642315129245775863281258860632855528947219146541541374481825704660554359529342968368469780988151920332283662124448070048611386272376451783861658874387266641778724858725407982401672556039885138420045174975409575258446433842108270386970349945475853513867530935674317835275077053411528824399426034399820864831476439433191328050703629277099212166535002586056396075930368012093243785555321063372039507008164333082262269284773310917986689154189529029392744766192264335025748090247685153682470966329636188512454635484317948556725461744903456039883442282226823541230748234910178256780634816624820480603790261321725907731900036363034790930052666052403467242475517202061187618848240395069607289726542434351150765412589688432684173422208531260510477304190420893293289175862303500058597874368939786533417526054807798707934519/20640330955281433337227435621445156184598035964467400357213231181372847178177852040512906541121408126995493469480678844591841723939083907835675567685295174438849766034489540031217075361561980669303068955746840127056844422233018668221039326730026199266983902166325096301925026340460922526224221024256921051007890549948056957343361908925601829229779703769330818727532363392879188879192042804788798093795776367187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-4.9046084695343190826e-07,-0.49046084695343190826,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
55,11/20,0.55,7652371/20000000,0.38261855,-534184180560669362301277565294592582291040388965179600400668624385987466153083827896826344901310104804929586632269524575897867994449530837131728582365547428161157446990374860842136166477763017669830469091870643626142210034099867637124263767602762433450267712145430493801015037478293917528318501891384934846920388390408820987948629371740633946810358603822631976731235455652177390062875168298586486744128053481599891360881285985772238420492377011853472051538665265335805785454181202514885814811783365267279206581334424378201951754826355030322866438372176020633675984400107735700057706958530313734044042466230655915047125090132110610750307445515294135104780793644249816609461770659379999240799934247324255723800392263237685005924377143004053878492974522651432349444968099808848301394986080466967333570898461018552432850597899827285866701456491434624498107802319065978290912727043922623680216739810867362486234199683799117947634498157972354822313443667782584102880392691854075971373859651387/1207034966692697812723751805811826391076610375084740879377508848364016576624634235115766822569219884316730203729742412630617143939151953067503179308284833884546761781112526287108467408541188676958757532897195656964249202398084173563124757933463127575258934189968108334556653460367670049890875816345214843750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-4.4255899398204319722e-07,-0.44255899398204319722,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
56,14/25,0.56,1195683/3125000,0.38261856,-263002266438703560415646074140792472533104753252185180863100890371683090681815906351715352807652621062598327971777359433129375180864013890915026843557824231220192722215114823071976979695002684526425064423223242361713743756485189177561960535690371939731964905661791391881877650774971668444634056823610604905206862122792034841773817781175633742614228062884159320393308242026254844934691726861791321797985527364326487142039756431719904456930381136890899149577046316323373300049720797603433894672098648209779978241205123855949323748812631718779835825523189320675278280174605845525353283017543030970986902691546271778211130333361214087691227968434527273164453666157081133220450315019111414180644984663398924131594273391132710313591753155290301651953057884158673707024160668474039497294933185005012417160236492390476632393824858145896938594228857963135536630258280543173284357274366832135305491287410260627/666406965512756532672712709296159109490618612741906179746661668343711164743872477135721824708095048195426223989230335892529213831517552166984172337261173798237075304669430144411016016070011175500657665516061287803306959285006252664667472033044782721319624396693561831573711325699268982689102569545468716151759390926315655692485237504347342519279079368477086233935543802840833216663555730781249181364361587669018991792584775568751216385883262369892116927214316076110774559938111440188045719775323142811986901866359627411865415869700371064559023092174238521296670827771617588524376285530337327145389281213283538818359375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-3.9465713902966265398e-07,-0.39465713902966265398,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
57,57/100,0.57,38261857/100000000,0.38261857,-7740982965135652685878198636144187193918024367785757083305535416044130513423557800187357070916877970985359879059760876518560856141408142461505531162219163724523643650146897946394646166732548432296054858802489112383613675771522746918560273523828723346844706143164044695137121338968007651578618342440792894887176884545672299614522548317344990292467603708847572497779848075142966763786727051434445357403653404251798573417237055069005537150118694528611170987956136440087907145863290611616683840283905352435576773222766430574710810691774770015980069038267868750064483013455889942040279154209203124306148199963005253261544687815810002536032918230858064430392705401575396587965481845598900748774711278600078155543295390708541346123551111874598674195937095644487014923771107681378431202997833375596565548748223077781097165503438153318283892512418173698679833977121888183244530576095028305538714280296712007051095056146992818762019850766696056817705762192957305231595655023770232578454156484546636162663082371114914198839014891168962253626353787/22324052047132381417266549333237247782273765878473151551120062402298339203730193209099624227067393756587634547150406470607291714990157452713778061710476101581355983755079023501119996033711962590024082815498653332862509714980304547965794436870472276398386520276723905470374288613202808402179174755424962591401335859284116303058453922858461737632751464843750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-3.4675528209629015699e-07,-0.34675528209629015699,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
58,29/50,0.58,19130929/50000000,0.38261858,-483218391784583878591886382239654578605997635132683429926281742452782173927127132487440877363572998639971724769529336715354413730009186089212739312226311839320288366316133492773619428261973087988264952854114209828919567518530398598444049609987476821998092869643494561283637707424759075744086803203526053240164461287544473107087210601370701510733932323952584303329329060009889445422353340403454545875074407813335574964087988171947810072618285190317314038257260635860008939436580601329173739914161063543164374654241635819931441766699422030350051934001461898578089690540962043803568831615615364345653859891938489832655779927654646896767603570971435343112829232528450066736872065616376483615901956651494583824411192972847740651899535443516503271117476780516980387989387727566268200927276178958994075122091163799098789075178355234367477793098193096929320797466860576352457306288728074527992724959418646922182643660877783463545286484589695570305434796496524169264404617869860432544146288239656945889501811198385489/1616907668781919909751461920683541877494519719475712270459857057813822711229465375815759930586689750730160975330539772285995294468803286707732185215615293740625638201902774462677825959688714096670820071982293278635149822859813703229804585686110122061737853235811516630096934885746214255954727818559239675191218720627539605420802964705386495453370511391939353769344345918002048279049631673842668533325195312500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-2.988534231819255847e-07,-0.2988534231819255847,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
59,59/100,0.59,38261859/100000000,0.38261859,-264189262032698036991299848519862318513441524055192135434989899464159907487202330247675871458234122296494944540297196564192596077837896975493668192573341631010625135841820731445411377174345037317989293856751863911297220891193836057885404059432800600383619041232587272827839015992664190064727672417992094269977295341896706903242659759673631510518384445528782675075535380869905845821691083216660187395367915060039456987342133884044863216278305211435493763163873969813388415223036243746028499146737757474248270304473746976771060969204168853454698164788390882355980933530920963058100874877504389535409739712592851743934500033505432010705170471243052151196749124773517808382405633152276155268106239469830760396758743116027815611503423504611565549574368744125065357633532558342713090668547933952207497351159119283052439994841646417024646110310068464477494093456553060413526194509100763984859230932233646682421816792854348231638772238856593399077443128091536318785206039090430315196802594529968219650060741666572610791817834440313/1052750019268709357021824266949551046376424038924668776549426118993726147460104719534460776596857202543262755335853537543889013147312142275738547787175645551473931002632937432081412222008686656477274844405297921843198659088954627235943004927035262019136526929026366105214875592050812951186401854563852789614664118289510952308773994445800781250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-2.5095156228656881558e-07,-0.25095156228656881558,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
60,3/5,0.6,1913093/5000000,0.3826186,-892756252770654161262291422723939853457666922336845927093716065040006923401388167135263158704068558960205366623294408631563866176380955767311353500284965242660894096941124257911296390280928798156564473598352491064793282132548826242601430286451657600298785725833494143346250127838464101808355124134767199979761067067860755512357525782536392409241156479450155815606590862590392599232195717081420152948566977803206074981732958006160346333760464530980549111496853933947100528661796416435463881377082889631830372767604521431963233375994681792972353977362116985053915544972455694977565607459347824991538916007596164653329969054523545358392626325977001953603377633214093319852054056236873086888784235231055783909005146205194447793668610035262822284088818605083736959239189696892060943599064609809780108649521738749371053063309360382947131859219046489773963093249876752988365090518477433300166020904665248287831084722697/4396737623171879949719164758241437790648812825816212339121409993027463774553439538023660465980735335576835491546597839052720998202890370778536548885677233263380666712346318982981736062145452080879791851525411506144038091663693533902337285406582711937370216200832219882507452065572409807453976743789604868390012715095144493422428528937386821083438165520818063924934904207475483417510986328125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-2.0304969941021972808e-07,-0.20304969941021972808,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
61,61/100,0.61,38261861/100000000,0.38261861,-2391149498955179460789154811756088242279254414807168893225970323692972053040621405969625451453520669156369117754759153666493215633621124420296903717154279620117638336099323679188647433461456350450020943660594403832430544114771251193189591680455515841031071713032395276737432592263482896663095084514829916405368152957158103364210191037602231332321829425977102287136603657213059881661721369313218043986294764729182865503610347891328126423517871545645558588000599258461732259547802696925457391437963562540828626555387131443817914947933766949184584127749341630799185729291509857924784594115340270422307467741967095327323994458362456433834379720251179927533350800734841520464539059967163166650154760803927177176434610954172313393270366254465781008208413653823221214736062153309757514224153308681297761027975922862554557489803290692318386446280544483329886861519668980322744259305695621015747907320989861230097550229746068984355531715900361874794229500192046985633373598736634127964556009603204937431225838083905905543643783666374900753233/15412071369518321304085032567648411470892168716867873409403000582579667535841733002399883152771421812493931561566023938816300384711559899316034829352310114470136571946718866875941772481596337669391086699625106111883397029163247325313580002344093072112557309391779856342195933917494195440334421215295681798488529670732027909707539947703480720520019531250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1.5514783455287820065e-07,-0.15514783455287820065,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
62,31/50,0.62,19130931/50000000,0.38261862,-205710333872340538495496354123105383504544668526097109656292040814128415926229266930636869264901204297013491599352797082434509813677001116313397460096055059360295533713188913442072203997664695227524098749896597552921197277198008278627255216073128392976397830228491694664611855645249982440269706859499600334517238076651860423469834743029801917840574333639133858080070486895584988019893385712450398081272706602187486917966398199621329809518986290090752815397437776505571713917159241158766008102294393463397351420745371830347028842391463313095798307750592242873953153954692187934409919919787102528572428526746237353412369940442064342696353765639190354320977417733028711295400469897307877139879041986476140111795308060306778521464462022246082931609110258568742874666018078016648186542084450988993006291929563052665352925362654353731773785040281047700496924426215301557205006582600427568481002185356800391979808677125341169506478316271106656323026631358538213383476497401875478492018983526196316854431651/1918117186651514803298256285072165684450446497588485484465325502532830783329439716597446034766079531514792941775264343380442767932117904492886509346088101899395192290807621020634330700097870868950233497930963611317653747907057490843332652575644692496974419135757775912716181442159191501464534259493936263757610828078371191582352175960324467415104471029339752025100196419771236833184957504272460937500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1.0724596771454411177e-07,-0.10724596771454411177,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
63,63/100,0.63,38261863/100000000,0.38261863,-31575007198477451359400149834125431091828207978728284687263699450873774990643574967182436126072275196939917181608572576038879858503647891635531418754471713203468876488410554208672087699995683585962387252071241705461784745100692843492511442078246750972703737508598119753060290393812148266506259760922885976448416783487078119951917189458107903575547665862607615864911598821855732755132294718256773679846033226810437014835771009176951389251097658681762442261020012740678966163232262031588978618520215617634159807636346339963070359045668905971682794802354261697697124853874337811576202417033808876910311154446059790522520820273611134520397725133716820050017231732090183404612091655599943284160338865354414376658506370054108044227572872254314138554262414839297391347626643625778560093908560509138763168989214325700121270252159993740500589987807676543416730855307301283136531412498991807835044161337257483318582236580879999264880247408435600315293462995947738741476517669493797406372509130791536326489567239089815007324273915342210894030488369933446123/532066503431601429390533506461809448961310235084819871352787768737013356246887954123982947685197379124789513941718177012620150624655316146755995264155157640046904559785081722987670768472850920663782178591316546033731441008947606201066382889593333347124707537859797245971270177393286835537235451225116397511584322064389192740926914915178258524974808096885681152343750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-5.9344098895217339871e-08,-0.059344098895217339871,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
64,16/25,0.64,4782733/12500000,0.38261864,-10840243693746586307214269678525817809804399024193322328666850676133612695949219372207484743432549062979507149044886141962297755917945845225278223483956143607722906477346262029391690405944842166903584429808249406159654030461580852978237749130325691798897883983833980796503513955055953025860377136318101989945271382076247007763565707669467622048062030126208424816386475053146004559904485438701084795304429298247112746877267914191260413406561811262773357899184431385852624584330857548052488575321276962647988685586553835195992873996947046481404673224291722956082209037528247114234078166105848146539352360770824997518744764379865304328317767414729446025135127351674039651438609086295043646880222016552593918114747558342246141920258000171741389870663236082215859230423394671998731172529866680764982598353617904660777410749745186758202212255590834374987859147751698633586574982527443313997476098716923108045021712750177908086908652980622516430587680605471874505521435187/947389232572665659436952169362436588646729161460014184449502930371768744014180857706063830984734997971223075380867297371809879183687242024107580965023835003898977025331548907069281302724527095025239621818204184013508652262218742487286382355280837030626094333150312033692627305591847086450666392397320742432342799649972362148966187797746346308153673234986206060852958771245000055996507784964237333166946758218758688543498508597338002641034659988850179107166113294982531284272563981132750376978890471946215257048606872558593750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1.1442228094897763425e-08,-0.011442228094897763425,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
65,13/20,0.65,7652373/20000000,0.38261865,1527663261023756162378833901681155746268379760243859062361970703716424059268658423847883684646099732018125599371739973505720048122600589337750498871513925780347323614103132216167919072546703041230753296279472951050736838745918480974775698605642112382387828461728887333040931264644004165634517310747418146964325519971030408882671298236344041791747284191438659695937101402131477088760142888019247134610747239814508311452129670122061853983592733497439171010077491475752152960099647075402444412152220167799669449044475777556240294446599891770467403173048148127892097409681508341184215107582955897499517353991862195017341990732655299394147705540623015874571233388738256731386775337992836015133668787553481299570933411840005421408552299856784900135209155932540056354348530383504062630573216093765576411945384983407356199371039374915432257926844659781287600887373335555055126132987347155751229482498885231205161119368425355553542699032037907583197758107928449160213497870551/41900113787806059978063383225018614960590451540123118429153345567449010172732476434787693159127184902244765535055383442601725076677035346606037159422355212935951480234681253240226889887957395435521690050063658280642972661012618912592207015625186660355332435301534133031964302062988281250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3.6459644686414739115e-08,0.036459644686414739115,positive,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
66,33/50,0.66,19130933/50000000,0.38261866,220835542851797704718185170768023980554275873872365176148415717398765712894519113132514345120910366662122477278733104494901422426704420068976202120240593156179146928082583093409785758210946536342249167024720936936962617545128686313622336941319635101867028729382478560978235463515804249065827109603625715513988763787266518217282524942758646596571189019549246975745985493079323128970752069628213893247299823017925247762194074469571166244572514603498178328637174545883709449966152358402048542208008636052012254580819278696428606835731528637056830142704010321637868746720677227388497270374345497889208351224604493187580030964600209560600619532888776157456213457483724017210213476170758247823416335639323368210354613894602812175520880001046134274316034733486493231487963947162794074021664959074718339942343796198650141411719632680465855053726786887816576502962353602403823902476260784471778320219577676644347259276780100404918242024118425177636500258286072995228196118710298811313210351336953903647381343171/2617728370646928168231034305604307921124932338079707220168310959834224885988409507923445393215512152333739326403903287113082671469381002419435083902216828926152508945554952542487636322993077250600611601829317040870432915620556485154648553961050505067585908075374802498510498684062705237362971933433808176130795881268840691057459607926125738323782865908891158510801711045701267721597105264663696289062500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8.4361519448720289291e-08,0.084361519448720289291,positive,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
67,67/100,0.67,38261867/100000000,0.38261867,322232982417840246960269323211848874647276627439074717575806357717220341739855714430727359171399757248366766458167349506357730817963676455915106052873310732518166836154361620064452705585350818829010252221577737098593322745054302915453699737161088691789166406823373589468740192997858819146265326049951811327396920266192289908500002506587036286010415876268392424663871306682096487634591095587881307535310336248051114094142970307667695140433641025867381854761557215769198317585644948658280693867660604583955704499628365361334702694518502679771192962976176897650455782507447155451199492736689608372032988311221569025256455856251404909634826545899550621895958931837844074092567895763758141412998427036257112446956720745310924398666513337176459687599561674086657675965641250707004165149787067563576471894191234899666480089072877927610575567800560954902290720608475416004918985928771560327869913589939798101225941485437799391955068986626132352278027449186594477940229073451549245624913551132676844399444319261750699292484998976428421/2436297507059510364346044872748341016141150827270902654978461301622241499638083019251813119654351894762929455357753071002015289956887190972474912390205455967168977552610938038249281511650522344034513897437489172414098832381418712540754418380608437533016267764262408811726174942859786221536599575586884208408533503131820907583460211753845214843750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.3226339619201900865e-07,0.13226339619201900865,positive,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
68,17/25,0.68,9565467/25000000,0.38261868,6735269782075149962933533463239140305209231181838782140345401976516165899557261908083333384814585944376687766863335886868578178859162765678734594757320033003647146463383925966570725350300368832177047339153893106621825505850987549931964910167018142451601883026706362237231210038296721183155230605682666971342938866691477506041999080395578851552240439326168043872753105247314544685901312864973943264291705775015694253849853199792275801425708385566821733984692819966761016238083973900922749786175066645419456862736437924140300189922360419301919230414597310627413201831468752201275951833664894196350455540570045654360952414077439412664458421110887607441143168862835570765545654861051943453018045774358492561473402558535934851141866932224113895346530988527660396220955122088380495050126476668637100715942131924492251551142337888917228885985332935752151198972065816644183930662122069318705663780723403110364076370650606533120776650080364972777409799872570636472407769764003123181077/37383839839301804608155382204811084700629248549353069290444387984505040827245680342777369606168920262809548140776056117429340043013121573469204511911173915930813391009434793290658766636825190082689267486732322867447474791837156341517692934935021212355069462463688982656369744727629864817131016421444178924887630419499058372316157844824034427240819187188070281040966861412044406682653279100614019926038803558619358878567506820900234743021428585052490234375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.8016527491631101873e-07,0.18016527491631101873,positive,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
69,69/100,0.69,38261869/100000000,0.38261869,1002866892885733223471438873602801871097051061660190082291667923565325721169348534619944869229995747008997776831625282804512233292092089699535481133939486482080264743305288427479588202009617076556757472284167691272092381371283301422256275925508095759619698564412669750748351245557005474761132258814569887019474839717610730968281727689579959714198858608930271242826855122351589665594175338752926743423987513957197841474573270081635841050772504131007028117326096910592387482777573754232180762853758028661692163434463090860523509210440682839865875441904530795118097867614380044116556619647253099155253050723398031242264117586412106179805163241318993991973515671956782318139268688301675223599630146473897560738219162586935349829521451964255615742112309963829710566816797910835307712083908673781829007440096999208957520646593894453689229179507311996326583681465954140088429686598083545289366408185713006948849018626847679271294473657545041998142362804830761029739925811595004481843635724884061473995543143227558537823528087361394893626598875990859837/4397243830013234953640772780676111148440580455246445217791634452372011208651966563008123534588408091940409206129902289360497112600457158237652853422769897851627310411446956388327857590684718352593241145382781372179598686024360381826994899913994490472105020974047911123729505598291626739977152489463771880261027455077596634222536486902299657231196761131286621093750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2.2806715562159644107e-07,0.22806715562159644107,positive,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
