sampleIndex,windowPositionExact,windowPositionDecimal,radiusExact,radiusDecimal,activeMarginExact,activeMarginDecimal,activeMarginPpmDecimal,sign,classification
10,1/10,0.1,3826181/10000000,0.3826181,-13823834868391766648989438080487673478986965696482749519435733359925075714131518509084712515015350984037692321660880032679886311038088437572811236019707196717444242268254676438920243813865776402045864060889493613548596921549233852672811242514105420171464651305004739277769781072426898123822792763871952065146865025947070572315986698875268685377017441064418489784864526142880904803862612888498548521081267783192378599246681639035752113940143398685300507883784686101016330711439264542807090599720400825702863587394693104417277413289094813279644947727330077494135550018252825247213462757120271634898276004444869653554609199386670432923508527605191197656158595756745845353214395105481163788869981461174072900414186049021908417737241359224690600324486321703342382350017593322004796552312397286504023216474950014980940303226838107786008541927442352995578512773924112652130053557094975424874355802474255421563615935625029602040554595126657424294154129751358942895073270711723/5320665034316014293905335064618094489613102350848198713527877687370133562468879541239829476851973791247895139417181770126201506246553161467559952641551576400469045597850817229876707684728509206637821785913165460337314410089476062010663828895933333471247075378597972459712701773932868355372354512251163975115843220643891927409269149151782585249748080968856811523437500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-2.5981404165144663267e-06,-2.5981404165144663267,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
11,11/100,0.11,38261811/100000000,0.38261811,-375776287096624892299214152612552094506777345543232369280960156776226817859454576524404751844681165473493174869831782641296849300076158580847369090658626714686160781364812333198686643449260564622992511131330051833236344770047935365031131601354537411568664761867259494396581097888413609319874063969162978518463262814242559440270801318579203303334513676989485246988572562886850201843277528965128146009822371346127619194671186106681726094627484039096384360945188906777138299486207164643437291520320014262729809542578112144675945233481257658620225367404470618794352012708890469818534435631471210121121107102728081562432182094306837366474059372340872029125468024197469715278704749958066671957171537605625100606200623272778713609557676869365713687232259489701450863638423310315754369835161457040940757483226513482168152342977411789324170112209528477436988015547701164372216330695062776996852166790379636667456478439432288689822509562370980015172892580888274475453024632880594593495622060882395257/147349459625085704328502705641102565011547979009669450257949087049359471846027585598374672454440665903580406431370632181286777490549840949663548586391696424146872585214689666496445303127111275146507800845824712373403303790809448248936002726714673976784328682146618357332035209594778280006721615791320800781250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-2.5502386507065979056e-06,-2.5502386507065979056,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
12,3/25,0.12,9565453/25000000,0.38261812,-68088206612807497701632436398240908968545158690680408867920850463455198126513222358894839006366268161933873930879307835437405478417615572726577065540446040585447784798161153385498830992966929373258409402795701262207096008742462098367888148678941676813807291434234751754079248989343560016230021794098859786090964051886862064144894997705889121118501141822374452965600463166032157680613220199119078902387940648621573288630856881308487744260316175285458431091531046642019553116801306109112260469684221924764516030631621367719403490976500968683274973064089724739751151584967502902095780386682697906535142644705289614019600323619264784313244411392468225981040958853475493785948299484090845859303564891591695051335718973253541639238399590147127675024587401114544638473655386796688781668932251504580191387936046258606498644852258520495126676868809402303801939976675481025016820872459919935468071022012254845349738557916442098533218816033794197929737667249166882274252240623806006332609750075007/27209848153385388189143803774589286235214367578644570650737176670947016587436685299582442656381290841510954220973596184691463292378444348447775701545834002347183263930234780747740691174634509200806079679090903269218671449042173699385452778114246878534633908254234135103206321418836044579492249376253847523080079580329886929571793149948958617170659121556852262904877057614240174411262104995062795844683486855332098142782877407686026316468996810726821422576904296875000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-2.5023368829177430001e-06,-2.5023368829177430001,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
13,13/100,0.13,38261813/100000000,0.38261813,-8771823106002612694175612027568632572410553745850921583930510861971034824829189899781234580136953790019267541228132357613730517498924982746164143531027568717061255840191472442823924203135412512055127757105879049175007122186845217535134789824208713053580755528187332187302566150749379666955254892369636312798521923400579030228020314542122190390756761183001387398767224247268214193358991900400611348107812183518025303881249980487170281960116917385899744122858110253221088161808374879317122478339653739986928161128976065922769284020926106319222775011010264560357380860888357155277444449935231002525721282104796309627042467402442187018796325912083491165329037504947926612704811152896003837671933568405648134980131788822089284295944364783297053787681476389741474398445945161217308548887622910546257745506148524042210954102403256339823923942181697590846408264326329672857747446734081377141157629613824383628905308214588508224641906439003836677318335691005232321608033833801641230210175190507977442652476599611880694838718871584519932928907301342999/3573866369093959640445021772750723408997428985570772324487918004372826939331716478193293441466427850673975926044440558398007419713288930773430383901846206197377059987674937854656332196866211172066754291067905358340989145462009620029060115999068582434658862939606502320514721396812716776515079234704597738479310585680724307588995714013435645028948783874511718750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-2.4544351131479014887e-06,-2.4544351131479014887,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
14,7/50,0.14,19130907/50000000,0.38261814,-10602167778881115639422702348811031704253637648814120395174779459172717060754464784242462202726586996478081128574124686222215293133046633359304624094933533523099548878155046305945055414482414930815997402506188698594517356631126875689297442622922438230869224354490206331262596176596905618041547544797387115839825077865700588843975851112161981856153919427267523156888729417829631234387901507919461703655354328657792582477386581061800459023324885308163182830205834968631894599910565544834582609836253300946997506597782053945349266801792350420281661556444150021947344104074064164814914486740956307823895293033772212071877541978089631900942354259804345303062417811263548797936568890685765255983558258868147404833577566253359417039780466226233787099684905385782191694788747278145438358538510010979132259687054857784884426409936095887961171805440133765429452786438506843644469851464797326558860580446274552928292189031350411940720572990528914498574952858717339992671930469845483172427718242000037547723286019/4405576933634421185669708028254470361766250060726236649423644664634552193474080050060070465393722647958949396388531575102725612654601583484756856625133351240998596094001731960865489023116358392320525350669475019641971423177546066044324832914706374771254498277857673700948337879745700524174291721970190958488181715750651028201744263952683908181242142112295136907595960451544669922441244125366210937500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-2.4065333413970732499e-06,-2.4065333413970732499,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
15,3/20,0.15,7652363/20000000,0.38261815,-6467730557674299734971002443921157169254123618772592971284974115101489676694503060142570720432820216425572495177429078722208230257627765642212350377836880235457986721684700550049093657753103375029683451177555650464025532131950377654501276908406948800170612565577846796463448398166185268115952842064316852361738099175339227885523705754597812652813165407571800952964327127691469345828090490460911731876405058640064772048711732136190848928832339758762430711449687574243890122301786808763807547681128501106697748416349070906682879316734370477796180413690329031511327424074397633616329702911986228135503935276423889930504252245038997658676411656483605784715106295059237403554191979051817053506372815630690688806877154341129626601319778970240892678316404953675809062908555357666942096951150899851446344935999009306016822017058396797421975866646071584494534337154230627059869944009622411616351227470789149507965355929555897992853247614909064606766682234962276257094717530043824717/2742153817637792823538128818063008660070361027667526705969242450201048866555434183918024645256043220853565163454194132878980465220490599467183163941152271754714395357897437018564202788022950338233151565521769311257360415741947818417178397178921811420300164776620022166753187775611877441406250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-2.3586315676652581622e-06,-2.3586315676652581622,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
16,4/25,0.16,4782727/12500000,0.38261816,-207778676362643556067421452780293501282412499031434850844693055199499648032942315614121285993058673428302294740287990721829411470516997908095519692013498227405802488625804575454500484925727511994974313482131470325168781695466683228475152716974057185733256900128523661257289654394322801278653681252293766941132481408097409567368859514741506688512661108961855154340042688728181928068629693350515287149369430203285296864181348929645637872304244704551519212186151512997331792213304194049691750022759055456164933256389395327498474943188973322987206042885750699842931910222431932138252365701995709819836418895522341179674389611232157914285974930045477674417910096488963445288154172200790326344921016566802008088885418445811052418191444974823137194400654829231751936769928098170161267167916168275145713382270640846827354611249797722480644555213410733038220968862307004014079577999940987552955606648632969991397849734667869706184020924199177848022195577013413994549937318681558527/89919071059831931675331941007548161901292574142201422823672978363428814605629958430971622667643426697206346142094621927626192421195512714981397488523785525624679414272489698464880110936891949249772758996227192966976656394822055332028398767059161001878006098080360355324410722136009854157133049514148493765678302265153998157466998450035209163992760526398443041771935760043417572231758131320468699532475776532610104725573794073267525167060726061485528940877670497275513112965579142675059910391754947056597302434965968132019042968750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-2.3107297919524561039e-06,-2.3107297919524561039,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
17,17/100,0.17,38261817/100000000,0.38261817,-5179747813680849587402773017902132650169908178789583070319900765905200110505924990908543222418012683299559117738572122884038186823914068493587064766771462355663201963800358305221056327961747217654015934854442547657157559756451005734029692294416607827454336247795372104210590219109845786968519060112227822010895842276108562256072717846129954574345530388404603878147448442552134234425860580321639529275408041041210318019923233076674985878972290697489951442163617264215749509678590753248065699273894512969547256167362788134798285103039748435412565533672557714198255008480390225565265686865641737605313608439252329772515205331925893187943998542478844498451186995786122875498471057707843237115267230961768196320584573891978508160096863068027988835610487138825602084322817536073630420019983237633395181944700366960577083446429775496243146100920622939140330911116636549531430920459978438239008190753042333446306545959557105208321776365634447987162428333300798351319832828536068909140354321964831381889356154213071/2289059434054162967798360239984672014047593569571116044155302008610156603820380604879150717723107998839055825957916218313504597401420346848717449174076400523000730585529002162005440763920480265811903233679655757582562620664333556199220159783844487410100775533168378142624468901650909222200702686222939519211649894714355468750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-2.2628280142586669537e-06,-2.2628280142586669537,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
18,9/50,0.18,19130909/50000000,0.38261818,-1745286350782731922062249405332746774126111125903666750069957257217940484228827327098273881867905884222055790390504042276558097494362745919581033966141340904229055071544628662496290742443884548282650270444219435135715184757690591279395769044627100330650678651103138880188847022781777399180444784302457297436806579484664017407510816332677032597594028174625598322712140407565104606203855387852988071067923543044793100611462711161892321744684328094304885635333033113853729114315180108477267473809678237261518197682542457658555258658818556557209355436022339130597525548970319376266543244488202326680072533092671306705136713346272906146387944014518548929634501659423910384095997045369130169019569904930698536329001064614849268165484995600837686722105194454507074130019052679562958150912483956910316346010331857554915258769373050644201010193173558533961643444301466503742874743871419449123119172168651827809772389979122820434626402658799831482900919059754386103530983795724038888055020505097199371478724155946589/787965903122101919246675806062049899407059910780104255182268760348712890076643553617813858494113367265839091921967736578349717095631597576677509191316142363090025905792634836134704119830892612087702935826032328436967295283434252860522180768953820277930947033203135231195998113742513952248236226089261245355837871328035437327739026711389742217398536197451372877029879271404411156254354864358901977539062500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-2.2149262345838905898e-06,-2.2149262345838905898,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
19,19/100,0.19,38261819/100000000,0.38261819,-50130483631315105935767464222502274371787666229225957369130375298979411788359735751348946349519546199197103760829638432925465270001095498225905371746141331230513652985386558222242261116627667267389556687191614898746986407459303048477435386453992777519744281434953071561417969481081086575928880225657213348203172009721389970072202009341563925494726292568564003113031298747995408506867286444054852309911208846548115473599469447271789265786353088150519374063134632654621543034106415220745491543910553220416082325880530357417294333981139929875272995628438746546324134817072241119088533678725150030178449578854920390518900666455466743136575011017339346904417869056034260728614142249451606268510991131320008682341565615256378150627958943082397543116290931017687044704620281356764039481903929196936150511698605324343499888307037639796840830331937718377104007934634641138516730239573572501465689576581839804804932351600481107913579990360708392036071840042968933018986479649449325586470111938847058036217998355846802147756589615612471228604321349544277901/23133326236156583886544935063556932563535227612383472667512511684217972010734258874955780334139016483686500606161659870113919592376318093337217185398050332175952372164568770564681337759689170463642703417013762871031801782997722008742016647373623189005422066863469445477011746843186384153792845705439843370068883568016921423518561518051228631520643830299377441406250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-2.1670244529281268908e-06,-2.1670244529281268908,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
20,1/5,0.2,1913091/5000000,0.3826182,-4264070672679714728598230763866753921674638491206452758718575343193821239075980168290672475099828494573067635262825201118780988224043798478897437776770890797789482596085976707856699333576688420134106195666363337597729691564653783008003924481783188324366104723457848207234716197647341479300956535574085841368860810372680350430379602430329156517445761679649049242821267888798436089339105069518160922723454199082340681832573133258754656329909248919536887802572607032969131847284668548646168873703374923061436955272561162547674894379952472723626929257704178485975940692013212267704177328579506878487448831078173095203007348858471034788364391015148638149484545420524200486975553075993392841013076742989925441410644541113606241534169684620312411166145443538487907671715578850628832075744281641440262028002128917155532528756161932880707715733773382865211367292489217075713112478813451759093170762630032366432816266571/2012186804695737186335217354336177464504932514691723022077857506531857010297858267334553776770743218628438280572525522198179516563098831373062382401234536992225855484602998571594161369576243035139800597282041898160134521187026643299310708943529975129413889786294551015702446923667575284207964636113449087696271183375316470676517285919798421777219231409983279945663525722920894622802734375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-2.1191226692913757351e-06,-2.1191226692913757351,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
