N,saturationNormalGainSquaredExact,saturationNormalGainDecimal,saturationPlanarGainSquaredExact,saturationPlanarGainDecimal,halfLimitNormalGainSquaredExact,halfLimitNormalGainDecimal,halfLimitPlanarGainSquaredExact,halfLimitPlanarGainDecimal,classification
441,1/1,1,1/194482,0.0022675678663598205,1/2,0.70710678118654757,97682/389845,0.50056593041214514,exact all-index family presentation row
442,1/1,1,1/195365,0.0022624376486078462,1/2,0.70710678118654757,196249/783226,0.50056465219796842,exact all-index family presentation row
443,1/1,1,1/196250,0.0022573305919324012,1/2,0.70710678118654757,98568/393385,0.50056337974474041,exact all-index family presentation row
444,1/1,1,1/197137,0.0022522465398413186,1/2,0.70710678118654757,198025/790322,0.50056211301360165,exact all-index family presentation row
445,1/1,1,1/198026,0.0022471853372490842,1/2,0.70710678118654757,99458/396941,0.50056085196604128,exact all-index family presentation row
446,1/1,1,1/198917,0.0022421468304610675,1/2,0.70710678118654757,199809/797450,0.50055959656389337,exact all-index family presentation row
447,1/1,1,1/199810,0.0022371308671579656,1/2,0.70710678118654757,100352/400513,0.50055834676933264,exact all-index family presentation row
448,1/1,1,1/200705,0.0022321372963804509,1/2,0.70710678118654757,201601/804610,0.5005571025448714,exact all-index family presentation row
449,1/1,1,1/201602,0.0022271659685140287,1/2,0.70710678118654757,101250/404101,0.50055586385335515,exact all-index family presentation row
450,1/1,1,1/202501,0.0022222167352740942,1/2,0.70710678118654757,203401/811802,0.50055463065795891,exact all-index family presentation row
451,1/1,1,1/203402,0.00221728944969119,1/2,0.70710678118654757,102152/407705,0.5005534029221842,exact all-index family presentation row
452,1/1,1,1/204305,0.0022123839660964572,1/2,0.70710678118654757,205209/819026,0.50055218060985451,exact all-index family presentation row
453,1/1,1,1/205210,0.0022075001401072789,1/2,0.70710678118654757,103058/411325,0.50055096368511265,exact all-index family presentation row
454,1/1,1,1/206117,0.0022026378286131181,1/2,0.70710678118654757,207025/826282,0.50054975211241659,exact all-index family presentation row
455,1/1,1,1/207026,0.0021977968897615367,1/2,0.70710678118654757,103968/414961,0.5005485458565363,exact all-index family presentation row
456,1/1,1,1/207937,0.0021929771829444001,1/2,0.70710678118654757,208849/833570,0.50054734488255037,exact all-index family presentation row
457,1/1,1,1/208850,0.0021881785687842665,1/2,0.70710678118654757,104882/418613,0.50054614915584239,exact all-index family presentation row
458,1/1,1,1/209765,0.0021834009091209481,1/2,0.70710678118654757,210681/840890,0.50054495864209791,exact all-index family presentation row
459,1/1,1,1/210682,0.0021786440669982537,1/2,0.70710678118654757,105800/422281,0.50054377330730104,exact all-index family presentation row
460,1/1,1,1/211601,0.002173907906650902,1/2,0.70710678118654757,212521/848242,0.50054259311773097,exact all-index family presentation row
461,1/1,1,1/212522,0.0021691922934916038,1/2,0.70710678118654757,106722/425965,0.50054141803995922,exact all-index family presentation row
462,1/1,1,1/213445,0.0021644970940983142,1/2,0.70710678118654757,214369/855626,0.50054024804084629,exact all-index family presentation row
463,1/1,1,1/214370,0.0021598221762016492,1/2,0.70710678118654757,107648/429665,0.50053908308753836,exact all-index family presentation row
464,1/1,1,1/215297,0.0021551674086724647,1/2,0.70710678118654757,216225/863042,0.50053792314746448,exact all-index family presentation row
465,1/1,1,1/216226,0.0021505326615095964,1/2,0.70710678118654757,108578/433381,0.50053676818833348,exact all-index family presentation row
466,1/1,1,1/217157,0.0021459178058277567,1/2,0.70710678118654757,218089/870490,0.50053561817813064,exact all-index family presentation row
467,1/1,1,1/218090,0.0021413227138455879,1/2,0.70710678118654757,109512/437113,0.50053447308511545,exact all-index family presentation row
468,1/1,1,1/219025,0.0021367472588738677,1/2,0.70710678118654757,219961/877970,0.50053333287781776,exact all-index family presentation row
469,1/1,1,1/219962,0.0021321913153038675,1/2,0.70710678118654757,110450/440861,0.50053219752503586,exact all-index family presentation row
470,1/1,1,1/220901,0.0021276547585958564,1/2,0.70710678118654757,221841/885482,0.50053106699583294,exact all-index family presentation row
471,1/1,1,1/221842,0.0021231374652677533,1/2,0.70710678118654757,111392/444625,0.50052994125953443,exact all-index family presentation row
472,1/1,1,1/222785,0.0021186393128839248,1/2,0.70710678118654757,223729/893026,0.50052882028572543,exact all-index family presentation row
473,1/1,1,1/223730,0.002114160180044121,1/2,0.70710678118654757,112338/448405,0.50052770404424773,exact all-index family presentation row
474,1/1,1,1/224677,0.0021096999463725567,1/2,0.70710678118654757,225625/900602,0.50052659250519738,exact all-index family presentation row
475,1/1,1,1/225626,0.002105258492507125,1/2,0.70710678118654757,113288/452201,0.50052548563892163,exact all-index family presentation row
476,1/1,1,1/226577,0.0021008357000887514,1/2,0.70710678118654757,227529/908210,0.50052438341601679,exact all-index family presentation row
477,1/1,1,1/227530,0.0020964314517508795,1/2,0.70710678118654757,114242/456013,0.50052328580732508,exact all-index family presentation row
478,1/1,1,1/228485,0.0020920456311090884,1/2,0.70710678118654757,229441/915850,0.50052219278393262,exact all-index family presentation row
479,1/1,1,1/229442,0.0020876781227508424,1/2,0.70710678118654757,115200/459841,0.50052110431716634,exact all-index family presentation row
480,1/1,1,1/230401,0.0020833288122253653,1/2,0.70710678118654757,231361/923522,0.50052002037859189,exact all-index family presentation row
481,1/1,1,1/231362,0.0020789975860336452,1/2,0.70710678118654757,116162/463685,0.50051894094001093,exact all-index family presentation row
482,1/1,1,1/232325,0.0020746843316185606,1/2,0.70710678118654757,233289/931226,0.50051786597345882,exact all-index family presentation row
483,1/1,1,1/233290,0.0020703889373551287,1/2,0.70710678118654757,117128/467545,0.5005167954512022,exact all-index family presentation row
484,1/1,1,1/234257,0.0020661112925408794,1/2,0.70710678118654757,235225/938962,0.5005157293457364,exact all-index family presentation row
485,1/1,1,1/235226,0.0020618512873863408,1/2,0.70710678118654757,118098/471421,0.50051466762978336,exact all-index family presentation row
486,1/1,1,1/236197,0.0020576088130056496,1/2,0.70710678118654757,237169/946730,0.50051361027628916,exact all-index family presentation row
487,1/1,1,1/237170,0.0020533837614072729,1/2,0.70710678118654757,119072/475313,0.50051255725842181,exact all-index family presentation row
488,1/1,1,1/238145,0.0020491760254848445,1/2,0.70710678118654757,239121/954530,0.50051150854956872,exact all-index family presentation row
489,1/1,1,1/239122,0.0020449854990081152,1/2,0.70710678118654757,120050/479221,0.50051046412333489,exact all-index family presentation row
490,1/1,1,1/240101,0.0020408120766140115,1/2,0.70710678118654757,241081/962362,0.50050942395354037,exact all-index family presentation row
491,1/1,1,1/241082,0.0020366556537978068,1/2,0.70710678118654757,121032/483145,0.50050838801421804,exact all-index family presentation row
492,1/1,1,1/242065,0.0020325161269043974,1/2,0.70710678118654757,243049/970226,0.50050735627961174,exact all-index family presentation row
493,1/1,1,1/243050,0.0020283933931196864,1/2,0.70710678118654757,122018/487085,0.500506328724174,exact all-index family presentation row
494,1/1,1,1/244037,0.0020242873504620696,1/2,0.70710678118654757,245025/978122,0.50050530532256365,exact all-index family presentation row
495,1/1,1,1/245026,0.0020201978977740301,1/2,0.70710678118654757,123008/491041,0.50050428604964425,exact all-index family presentation row
496,1/1,1,1/246017,0.0020161249347138278,1/2,0.70710678118654757,247009/986050,0.50050327088048163,exact all-index family presentation row
497,1/1,1,1/247010,0.0020120683617472941,1/2,0.70710678118654757,124002/495013,0.50050225979034191,exact all-index family presentation row
498,1/1,1,1/248005,0.0020080280801397237,1/2,0.70710678118654757,249001/994010,0.50050125275468993,exact all-index family presentation row
499,1/1,1,1/249002,0.002004003991947864,1/2,0.70710678118654757,125000/499001,0.50050024974918639,exact all-index family presentation row
500,1/1,1,1/250001,0.0019999960000119999,1/2,0.70710678118654757,251001/1002002,0.50049925074968693,exact all-index family presentation row
501,1/1,1,1/251002,0.0019960040079481361,1/2,0.70710678118654757,126002/503005,0.50049825573223927,exact all-index family presentation row
502,1/1,1,1/252005,0.0019920279201402677,1/2,0.70710678118654757,253009/1010026,0.50049726467308198,exact all-index family presentation row
503,1/1,1,1/253010,0.0019880676417327499,1/2,0.70710678118654757,127008/507025,0.50049627754864201,exact all-index family presentation row
504,1/1,1,1/254017,0.0019841230786227524,1/2,0.70710678118654757,255025/1018082,0.50049529433553352,exact all-index family presentation row
505,1/1,1,1/255026,0.0019801941374528063,1/2,0.70710678118654757,128018/511061,0.50049431501055519,exact all-index family presentation row
506,1/1,1,1/256037,0.0019762807256034388,1/2,0.70710678118654757,257049/1026170,0.5004933395506892,exact all-index family presentation row
507,1/1,1,1/257050,0.0019723827511858964,1/2,0.70710678118654757,129032/515113,0.50049236793309881,exact all-index family presentation row
508,1/1,1,1/258065,0.0019685001230349526,1/2,0.70710678118654757,259081/1034290,0.50049140013512705,exact all-index family presentation row
509,1/1,1,1/259082,0.001964632750701798,1/2,0.70710678118654757,130050/519181,0.50049043613429456,exact all-index family presentation row
510,1/1,1,1/260101,0.001960780544447021,1/2,0.70710678118654757,261121/1042442,0.50048947590829795,exact all-index family presentation row
511,1/1,1,1/261122,0.0019569434152336626,1/2,0.70710678118654757,131072/523265,0.50048851943500861,exact all-index family presentation row
512,1/1,1,1/262145,0.0019531212747203597,1/2,0.70710678118654757,263169/1050626,0.50048756669246985,exact all-index family presentation row
