panel,series,x,y,xUnit,yUnit,evidence,formula,source,note
B,coherent exact launch,1.5250000000000001,2.082142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,1.5250000000000001,1.7964285714285713,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,1.5250000000000001,1.9392857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,1.55,2.092857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,1.55,1.8071428571428572,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,1.55,1.95,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,1.5750000000000002,2.1035714285714286,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,1.5750000000000002,1.817857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,1.5750000000000002,1.9607142857142859,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,1.6,2.1142857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,1.6,1.8285714285714287,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,1.6,1.9714285714285715,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,1.625,2.125,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,1.625,1.8392857142857142,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,1.625,1.9821428571428572,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,1.6500000000000001,2.1357142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,1.6500000000000001,1.8499999999999999,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,1.6500000000000001,1.9928571428571427,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,1.675,2.1464285714285714,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,1.675,1.8607142857142858,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,1.675,2.0035714285714286,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,1.7000000000000002,2.1571428571428575,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,1.7000000000000002,1.8714285714285717,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,1.7000000000000002,2.0142857142857147,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,1.725,2.167857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,1.725,1.8821428571428573,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,1.725,2.025,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,1.75,2.1785714285714284,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,1.75,1.8928571428571428,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,1.75,2.0357142857142856,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,1.7750000000000001,2.189285714285714,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,1.7750000000000001,1.9035714285714285,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,1.7750000000000001,2.0464285714285713,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,1.8,2.2,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,1.8,1.9142857142857144,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,1.8,2.0571428571428574,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,1.8250000000000002,2.210714285714286,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,1.8250000000000002,1.9250000000000003,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,1.8250000000000002,2.067857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,1.85,2.2214285714285715,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,1.85,1.9357142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,1.85,2.0785714285714287,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,1.875,2.232142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,1.875,1.9464285714285714,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,1.875,2.0892857142857144,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,1.9000000000000001,2.242857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,1.9000000000000001,1.957142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,1.9000000000000001,2.1,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,1.925,2.2535714285714286,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,1.925,1.967857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,1.925,2.1107142857142858,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,1.9500000000000002,2.2642857142857147,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,1.9500000000000002,1.9785714285714289,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,1.9500000000000002,2.1214285714285714,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,1.975,2.275,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,1.975,1.9892857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,1.975,2.132142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,2.0,2.2857142857142856,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,2.0,2.0,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,2.0,2.142857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,2.025,2.2964285714285713,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,2.025,2.0,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,2.025,2.1535714285714285,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,2.0500000000000003,2.307142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,2.0500000000000003,2.0,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,2.0500000000000003,2.164285714285714,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,2.075,2.317857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,2.075,2.0,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,2.075,2.1750000000000003,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,2.1,2.3285714285714287,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,2.1,2.0,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,2.1,2.185714285714286,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,2.125,2.3392857142857144,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,2.125,2.0,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,2.125,2.1964285714285716,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,2.15,2.35,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,2.15,2.0,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,2.15,2.207142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,2.1750000000000003,2.3607142857142853,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,2.1750000000000003,2.0,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,2.1750000000000003,2.217857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,2.2,2.3714285714285714,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,2.2,2.0,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,2.2,2.2285714285714286,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,2.225,2.382142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,2.225,2.0,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,2.225,2.2392857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,2.25,2.392857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,2.25,2.0,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,2.25,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,2.275,2.4035714285714285,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,2.275,2.0,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,2.275,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,2.3000000000000003,2.414285714285714,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,2.3000000000000003,2.0,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,2.3000000000000003,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,2.325,2.4250000000000003,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,2.325,2.0,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,2.325,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,2.35,2.435714285714286,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,2.35,2.0,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,2.35,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,2.375,2.4464285714285716,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,2.375,2.0,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,2.375,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,2.4000000000000004,2.4571428571428577,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,2.4000000000000004,2.0,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,2.4000000000000004,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,2.4250000000000003,2.4678571428571425,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,2.4250000000000003,2.0,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,2.4250000000000003,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,2.45,2.4785714285714286,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,2.45,2.0,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
B,fixed-positive-time tail,2.45,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(9/4,(9+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-3 tail prefactor; excludes the pre-ledger
B,coherent exact launch,2.475,2.4892857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(5/2,(10+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; M^-10/3 coherent prefactor
B,arbitrary-phase exact launch,2.475,2.0,beta in L=M^-beta,alpha in eta=M^alpha,analytic sufficient boundary,"min(2,(8+3 beta)/7)",R0.72C power-law corollary,strict inequality below curve; sharp phase-uniform M^-8/3 prefactor
