x,y,z,normalized_stretching
-1.8162332528565992,-3.0925052683774528,-3.0925052683774528,0.0070064484309646608
-1.7671458676442586,-3.0925052683774528,-3.0925052683774528,0.0070841238015413458
-1.7180584824319181,-3.0925052683774528,-3.0925052683774528,0.0071447328973841574
-1.6689710972195777,-3.0925052683774528,-3.0925052683774528,0.0071881297058724782
-1.6198837120072371,-3.0925052683774528,-3.0925052683774528,0.0072142096802935499
-1.5707963267948966,-3.0925052683774528,-3.0925052683774528,0.0072229099917046563
-1.521708941582556,-3.0925052683774528,-3.0925052683774528,0.0072142096802935499
-1.4726215563702154,-3.0925052683774528,-3.0925052683774528,0.0071881297058724782
-1.4235341711578751,-3.0925052683774528,-3.0925052683774528,0.0071447328973841574
-1.3744467859455345,-3.0925052683774528,-3.0925052683774528,0.0070841238015413458
-1.3253594007331939,-3.0925052683774528,-3.0925052683774528,0.0070064484309646608
-1.2762720155208536,-3.0925052683774528,-3.0925052683774528,0.0069118939124253797
-1.227184630308513,-3.0925052683774528,-3.0925052683774528,0.0068006880360406618
-1.1780972450961724,-3.0925052683774528,-3.0925052683774528,0.0066730987065071997
-1.1290098598838321,-3.0925052683774528,-3.0925052683774528,0.0065294332976953478
-1.0799224746714913,-3.0925052683774528,-3.0925052683774528,0.0063700379121585365
-1.0308350894591509,-3.0925052683774528,-3.0925052683774528,0.0061952965473419117
-0.98174770424681057,-3.0925052683774528,-3.0925052683774528,0.0060056301704988517
-0.93266031903446978,-3.0925052683774528,-3.0925052683774528,0.0058014957045439816
-0.88357293382212942,-3.0925052683774528,-3.0925052683774528,0.0055833849272858595
-0.83448554860978863,-3.0925052683774528,-3.0925052683774528,0.0053518232866911425
-0.78539816339744828,-3.0925052683774528,-3.0925052683774528,0.0051073686350344314
-0.73631077818510793,-3.0925052683774528,-3.0925052683774528,0.0048506098849832669
-0.68722339297276713,-3.0925052683774528,-3.0925052683774528,0.0045821655908559258
-0.63813600776042678,-3.0925052683774528,-3.0925052683774528,0.0043026824584699117
-0.58904862254808599,-3.0925052683774528,-3.0925052683774528,0.0040128337871709677
-0.53996123733574564,-3.0925052683774528,-3.0925052683774528,0.0037133178477960038
-0.49087385212340529,-3.0925052683774528,-3.0925052683774528,0.0034048562004774696
-0.44178646691106449,-3.0925052683774528,-3.0925052683774528,0.0030881919563418014
-0.39269908169872414,-3.0925052683774528,-3.0925052683774528,0.0027640879872896399
-0.34361169648638379,-3.0925052683774528,-3.0925052683774528,0.0024333250881705842
-0.29452431127404299,-3.0925052683774528,-3.0925052683774528,0.0020967000957800171
-0.24543692606170264,-3.0925052683774528,-3.0925052683774528,0.0017550239692094799
-0.19634954084936229,-3.0925052683774528,-3.0925052683774528,0.0014091198361751733
-0.1472621556370215,-3.0925052683774528,-3.0925052683774528,0.0010598210100311969
-0.098174770424681146,-3.0925052683774528,-3.0925052683774528,0.00070796898224470149
-0.049087385212340351,-3.0925052683774528,-3.0925052683774528,0.00035441139516921642
0,-3.0925052683774528,-3.0925052683774528,-0
0.049087385212340351,-3.0925052683774528,-3.0925052683774528,-0.00035441139516921642
0.098174770424681146,-3.0925052683774528,-3.0925052683774528,-0.00070796898224470149
0.1472621556370215,-3.0925052683774528,-3.0925052683774528,-0.0010598210100311969
0.19634954084936229,-3.0925052683774528,-3.0925052683774528,-0.0014091198361751733
0.24543692606170264,-3.0925052683774528,-3.0925052683774528,-0.0017550239692094799
