record_type,record_id,alpha,reynolds,truncation,matrix_dimension,spectral_abscissa,leading_imaginary_part,absolute_residual,relative_residual,physical_growth_rate,physical_efolding_time,critical_lower,critical_upper,evidence_boundary
sweep,sweep_0080,0.69999999999999996,3.02,80,161,0.00066888083408677226,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0081,0.69999999999999996,3.0205000000000002,80,161,0.00070825284823269191,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0082,0.69999999999999996,3.0209999999999999,80,161,0.00074761311912113207,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0083,0.69999999999999996,3.0215000000000001,80,161,0.0007869616519976337,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0084,0.69999999999999996,3.0220000000000002,80,161,0.00082629845212020894,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0085,0.69999999999999996,3.0225,80,161,0.00086562352470763502,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0086,0.69999999999999996,3.0230000000000001,80,161,0.00090493687498810807,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0087,0.69999999999999996,3.0234999999999999,80,161,0.0009442385082015013,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0088,0.69999999999999996,3.024,80,161,0.00098352842956453282,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0089,0.69999999999999996,3.0245000000000002,80,161,0.0010228066443122501,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0090,0.69999999999999996,3.0249999999999999,80,161,0.001062073157651082,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0091,0.69999999999999996,3.0255000000000001,80,161,0.0011013279748022342,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0092,0.69999999999999996,3.0259999999999998,80,161,0.001140571100985512,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0093,0.69999999999999996,3.0265,80,161,0.0011798025414178452,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0094,0.69999999999999996,3.0270000000000001,80,161,0.0012190223012657924,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0095,0.69999999999999996,3.0274999999999999,80,161,0.0012582303857869874,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0096,0.69999999999999996,3.028,80,161,0.0012974268001403294,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0097,0.69999999999999996,3.0285000000000002,80,161,0.0013366115495507995,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0098,0.69999999999999996,3.0289999999999999,80,161,0.0013757846392004288,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0099,0.69999999999999996,3.0295000000000001,80,161,0.0014149460742764108,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0100,0.69999999999999996,3.0300000000000002,80,161,0.0014540958599706536,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
